,binom,Alpha Probs,Nonalpha Probs
106,crayons and jungles,-37.57958984375,-38.57568359375
107,harbor and teapot,-32.7529296875,-36.302734375
108,notebook and quicksand,-34.9453125,-38.048828125
109,glacier and lantern,-29.18505859375,-32.3511962890625
110,microscope and puddle,-31.359375,-33.87109375
111,compass and swan,-31.41015625,-29.66796875
112,bonsai and cathedral,-35.349609375,-34.72265625
113,honeycomb and violin,-32.896484375,-30.9384765625
114,sailboat and stadium,-31.048828125,-35.15234375
115,acorns and skyscrapers,-37.046142578125,-38.232421875
116,bell and trellis,-30.69921875,-30.880859375
117,inkwell and kite,-36.390625,-36.23828125
118,foxglove and trombone,-39.3896484375,-43.5556640625
119,carousel and quill,-29.572265625,-31.150390625
120,lighthouse and onion,-29.24609375,-31.015625
121,cactus and chessboard,-35.03369140625,-37.5009765625
122,gallery and raindrop,-33.3564453125,-36.5
123,cricket and plow,-34.244140625,-33.35546875
124,gingerbread and fresco,-38.220703125,-39.25390625
125,cello and sunflower,-38.017578125,-26.6376953125
126,archway and quilt,-34.8046875,-29.07421875
127,compass and haystack,-33.53515625,-32.390625
128,beacon and millipede,-37.8984375,-36.392578125
129,parchment and windmill,-31.755859375,-31.23828125
130,candlestick and meadow,-35.27734375,-37.5
