,binom,Alpha Probs,Nonalpha Probs
83,algebra and telescope,-29.21875,-29.72265625
84,arcade and topaz,-34.541015625,-36.138671875
85,asteroid and compass,-29.51171875,-29.373046875
86,bicycle and nebula,-33.6279296875,-33.0439453125
87,bungalow and entropy,-34.6356201171875,-34.2822265625
88,carnation and gnome,-33.044921875,-35.59375
89,cinnamon and harmonica,-30.6796875,-32.302734375
90,coral and syntax,-29.80078125,-30.779296875
91,dandelion and pendulum,-33.3251953125,-30.730224609375
92,delirium and telescope,-32.2813720703125,-32.3909912109375
93,anchors and sandstorms,-34.93695068359375,-34.01605224609375
94,scissors and volcanoes,-31.52734375,-30.4501953125
95,equations and lanterns,-32.294677734375,-32.19921875
96,satellites and tulips,-31.466796875,-30.91796875
97,compasses and hedgehogs,-32.00284194946289,-32.22126007080078
98,comets and neckties,-33.576171875,-38.41796875
99,castles and headphones,-29.5234375,-29.66015625
100,paperclips and pyramids,-33.991973876953125,-29.956878662109375
101,constellations and kettles,-35.95947265625,-33.221405029296875
102,kaleidoscopes and whales,-31.319580078125,-31.896686553955078
103,meadows and pianos,-31.2181396484375,-32.21484375
104,magnets and zebras,-29.529296875,-31.716796875
105,parrots and submarines,-30.075746536254883,-28.5380859375
106,crayons and jungles,-30.090087890625,-33.4609375
107,harbor and teapot,-31.3465576171875,-29.707763671875
108,notebook and quicksand,-35.427734375,-33.001953125
109,glacier and lantern,-30.021240234375,-29.38031005859375
110,microscope and puddle,-31.921875,-32.10546875
111,compass and swan,-30.8203125,-29.712890625
112,bonsai and cathedral,-30.8873291015625,-29.79876708984375
113,honeycomb and violin,-31.873046875,-32.3125
114,sailboat and stadium,-31.93359375,-31.4404296875
115,acorns and skyscrapers,-34.513999938964844,-36.03009033203125
116,bell and trellis,-28.2568359375,-28.9915771484375
117,inkwell and kite,-32.080078125,-31.462890625
118,foxglove and trombone,-34.428466796875,-36.455078125
119,carousel and quill,-30.048828125,-34.265625
120,lighthouse and onion,-30.404296875,-30.57421875
121,cactus and chessboard,-29.9990234375,-30.646728515625
122,gallery and raindrop,-32.337890625,-34.7646484375
123,cricket and plow,-30.66015625,-33.83984375
124,gingerbread and fresco,-32.1484375,-31.62255859375
125,cello and sunflower,-29.66015625,-30.009765625
126,archway and quilt,-32.51171875,-33.3515625
127,compass and haystack,-31.904296875,-29.28125
128,beacon and millipede,-34.31884765625,-33.6708984375
129,parchment and windmill,-32.58203125,-30.228515625
130,candlestick and meadow,-30.8978271484375,-31.45269775390625
