binom,Alpha Probs,Nonalpha Probs,ProbAandB
body and face,-80.66573042422533,-73.82818173617125,0.0010715802585542966
hair and skin,-52.60856941342354,-51.12008276581764,0.18414898199024834
nitrogen and oxygen,-35.98677787184715,-36.197455916553736,0.5524755595885655
piano and violin,-61.750520050525665,-60.74637418985367,0.2681270769451371
ceiling and walls,-48.82883222401142,-47.909047067165375,0.2850016720948739
color and texture,-42.533249616622925,-45.219559878110886,0.9362139945775859
everybody and everything,-44.365640461444855,-42.553736448287964,0.14040816594031708
bacon and eggs,-62.50449275318533,-67.48760318069253,0.9931939255826313
paper and pen,-55.16068449616432,-54.62293645273894,0.36871160008353016
concrete and steel,-54.006750494241714,-52.85188788175583,0.2396020281448714
color and light,-46.644301768392324,-46.16094368323684,0.3814594764858072
friends and relations,-54.48450839519501,-56.551010608673096,0.8876044853999373
boots and shoes,-58.0122774541378,-56.760644763708115,0.22241764025877267
hearing and sight,-52.77830282971263,-50.96585126593709,0.14034209303422185
expense and time,-43.3799524307251,-42.438782930374146,0.28066416950568435
flowers and plants,-58.1283640912734,-59.43097112188116,0.7862734150654147
beauty and truth,-57.38761520385742,-54.32441198825836,0.04465086348240706
bone and flesh,-63.46383440494537,-60.30154585838318,0.040609796530372964
doubts and fears,-45.92575697929715,-44.600460602436215,0.20993846400542143
light and sound,-45.1463631647639,-47.34912099316716,0.9004968915579655
beauty and youth,-52.19083523005247,-53.169478261843324,0.7268388812257299
fiction and poetry,-40.60929097980261,-41.96648240275681,0.7953028511722311
needle and thread,-35.371708154678345,-46.820966958999634,0.999989342742704
back and shoulders,-50.08451144397259,-46.278491884469986,0.021752807542532168
crime and violence,-44.70609378814697,-44.914989829063416,0.5520349246290905
force and violence,-38.23516741464846,-37.98247966251802,0.437162062643106
eggs and ham,-65.20955620135646,-64.24193995841779,0.27535589043864256
bone and muscle,-51.77064836025238,-50.03642278909683,0.15004788053152324
debate and discussion,-54.35002535581589,-51.90992230176926,0.08016531275864468
errors and omissions,-52.51781056821346,-52.39768993854523,0.4700058992336913
brother and mother,-34.76523220539093,-33.74337029457092,0.2646648815828119
face and figure,-55.08192503452301,-60.0549932718277,0.9931257055664631
chairs and table,-62.14530265331268,-61.18449279665947,0.27671607738431464
ammunition and guns,-63.217065781354904,-57.61061930656433,0.0036606525907974673
Concord and Lexington,-45.853772312402725,-43.65995468199253,0.10030704335851785
ice and water,-66.39994877576828,-64.24987459182739,0.104324291113688
fun and games,-43.50964377820492,-49.785912819206715,0.9981231260496615
breakfast and dinner,-48.568755351006985,-51.70452633500099,0.9583443834341249
comfort and ease,-62.823702946305275,-61.49032509326935,0.2086011776187408
father and uncle,-37.65302811493166,-39.51253186399117,0.8652390954752345
health and spirits,-60.90425580739975,-62.54929892718792,0.8382199880011849
names and numbers,-57.020609468221664,-60.34347552061081,0.9652049743642483
rights and wrongs,-35.24213011935353,-50.83704662322998,0.9999998312616714
crannies and nooks,-62.71862007677555,-52.84667249349877,5.159946859498077e-5
power and resources,-47.12442807108164,-48.07073235139251,0.7203713319298803
flame and smoke,-48.069831032305956,-42.39775789901614,0.003428926802488539
faith and life,-55.12414023280144,-53.661941558122635,0.18813127397135326
wisdom and wit,-65.789779484272,-64.83682063221931,0.2782901624157291
novelist and poet,-55.455813236534595,-56.345717422664165,0.7088703995509985
Arizona and California,-66.69556450843811,-67.00366121530533,0.5764206210151749
crops and livestock,-38.35158906877041,-41.82983706146479,0.9700624815719912
glass and steel,-51.13239187374711,-51.6371761597693,0.6235829957008893
bar and grill,-41.88734817504883,-44.1738138794899,0.9077499143396408
influence and prestige,-47.55852258205414,-48.03313970565796,0.6164759838121332
cotton and tobacco,-48.10699799656868,-50.82538217306137,0.9381027757880956
church and community,-43.09553329274058,-44.526607759296894,0.8070686748974927
courage and hope,-43.508803606033325,-42.112640619277954,0.19842569354738615
teaching and writing,-51.002721317112446,-51.355616346001625,0.5873194393924599
gin and tonic,-51.880698817170924,-66.83527342561865,0.999999679881606
brush and trees,-58.96752738952637,-47.55756652355194,1.1084398815356725e-5
pad and pencil,-56.54865860939026,-59.53937393426895,0.9521529092820114
chair and table,-45.24638172984123,-45.86953961849213,0.6509364199097868
houses and shops,-45.82937172893435,-46.500387946143746,0.6617306698778591
libraries and museums,-48.21364287286997,-48.95474014803767,0.6772357534910118
flames and smoke,-41.20558715239167,-40.132897227071226,0.2548918714156967
guidance and information,-54.06454477645457,-51.786612309515476,0.09296714965211167
stress and tension,-65.01599763194099,-67.0174087123014,0.8809451527738331
days and years,-45.3684039413929,-44.803787380456924,0.3624799509618352
actions and feelings,-46.04990452528,-45.65851819515228,0.4033836145418687
energy and money,-65.84544296562672,-68.60968789458275,0.940712826451901
anguish and pain,-46.22620605677366,-45.58733534067869,0.34550186015637435
colors and forms,-62.158318281173706,-64.02736508846283,0.8663479465983988
meaning and origin,-55.84958143532276,-56.128561209887266,0.5692960843551096
freedom and security,-53.11347562074661,-53.25009751319885,0.5341024445581344
gratitude and joy,-56.353498220443726,-54.77425169944763,0.1709022194942121
mamma and papa,-59.97623623162508,-61.34313453733921,0.7968785659408473
length and weight,-62.508996933698654,-63.690113216638565,0.7651484550423047
anger and hatred,-53.13434147834778,-54.60402274131775,0.8130089347395861
aircraft and ships,-48.33591115474701,-43.544479966163635,0.008232236944560701
sidewalks and streets,-60.12487724144012,-57.70288613624871,0.08151106310386211
democracy and liberty,-77.2605291903019,-76.80528572201729,0.3881148101603102
iron and wood,-55.74529433250427,-54.33443593978882,0.19609870060285645
horses and wagons,-52.99056611675769,-55.28477215766907,0.9083960476713123
clarity and precision,-52.54352951049805,-55.37006239593029,0.944092884045727
flowers and herbs,-42.002506732940674,-41.56925308704376,0.3933496592008537
confusion and fear,-43.54372584819794,-44.761051654815674,0.7715925987046571
jaws and teeth,-71.52980151772499,-72.31027755141258,0.6857827010272493
counties and towns,-56.63722211122513,-55.768166303634644,0.295450806775899
bodies and faces,-53.553388595581055,-53.157917857170105,0.4024010284178854
ability and desire,-52.28841785341501,-53.375034131109715,0.747744009273938
chest and stomach,-55.06301064044237,-55.040061712265015,0.49426301973675196
Illinois and Missouri,-45.61980497837067,-45.32840260863304,0.4276605784543586
jams and jellies,-54.29988344758749,-55.04175925254822,0.6774059068756342
Tories and Whigs,-70.02795553882606,-67.36692715319805,0.06531252570296417
dogs and men,-46.01071180801955,-46.215866825776175,0.5511096191139384
discussion and thought,-47.35888159181923,-43.41865238547325,0.019072908590570557
distress and pain,-45.584184552542865,-44.109254877083,0.18619448366950542
mouth and nostrils,-63.463876128196716,-63.790625900030136,0.5809683367494723
cakes and pies,-60.39205911755562,-59.55741831660271,0.3026646923412649
adventure and romance,-50.87611746788025,-50.985821187496185,0.5273984572589947
agreements and contracts,-57.344983799383044,-58.069109838455915,0.6735149510980127
crime and poverty,-48.02962337434292,-46.37971508875489,0.16112134542656376
cousins and uncles,-52.72731643895531,-49.79155105352402,0.05041360746781989
fire and light,-62.358347597531974,-64.45790126780048,0.8908597903485529
child and husband,-38.5941319167614,-32.89512827992439,0.003338120545386612
vinegar and water,-56.89953029155731,-56.60287648439407,0.4263756908910852
fork and spoon,-53.80341225862503,-50.26891381293535,0.028346424201069267
Burma and India,-47.764211766421795,-49.0707357916981,0.7869309182320051
fruit and nuts,-59.57486538216472,-60.42575063183904,0.7007528108178525
ability and strength,-41.09604427218437,-36.20042537152767,0.007423754530256222
agencies and individuals,-31.241408705711365,-31.15911453962326,0.47943806152072144
coffee and sandwiches,-47.86978223128244,-50.46865016222,0.9307886860700848
coffee and toast,-43.59245789051056,-44.90031170845032,0.7871538003543668
anger and anxiety,-44.02620875835419,-43.93734955787659,0.47779980560790697
apprehension and fear,-58.020875073969364,-56.66829602885991,0.20544904932601443
figures and words,-48.529971063137054,-44.677566051483154,0.020787333514540467
blood and guts,-49.05148947238922,-58.34470224380493,0.999907961612641
action and character,-63.006805105134845,-63.452383203431964,0.6095873743060397
diamonds and rubies,-67.50098659395007,-67.8494790494442,0.5862519556279843
plans and projects,-43.43312990665436,-44.979055762290955,0.8243245196670774
jacket and trousers,-54.187902212142944,-57.87339776754379,0.9755291052861159
kind and quantity,-55.733979135751724,-53.17337130010128,0.07171706584249801
family and neighborhood,-50.23403549194336,-52.97080862522125,0.9391619850718531
nights and weekends,-53.86553744226694,-57.30007063597441,0.9687665247409697
labor and money,-57.026350140571594,-55.89128504693508,0.24322756752978303
shower and tub,-54.857594668865204,-54.99112594127655,0.5333333034136094
aggression and hostility,-60.159060910344124,-59.160531640052795,0.2692306826272769
information and material,-45.74766618013382,-44.940827906131744,0.30856464926078203
despair and rage,-65.31329353898764,-62.89581196755171,0.08184931618586253
improvements and land,-69.58781005442142,-64.69149892777205,0.007418655503296562
landings and takeoffs,-59.237439692020416,-46.18700762666049,2.14915844254872e-6
novels and tales,-51.214242957299575,-52.29962993739173,0.7475120649782823
corruption and crime,-52.33232758939266,-52.86380083858967,0.6298266583555199
anthropology and psychology,-53.41976859420538,-52.1800352036953,0.22448239638098494
lecturer and writer,-50.54920254647732,-47.915990665555,0.06703130607769253
fog and mist,-60.152259234339,-60.12606063298881,0.4934507242585729
field and stream,-51.820698857307434,-50.96439439058304,0.2981120262789269
dates and events,-51.09375536441803,-53.62177640199661,0.9260830011099073
belly and chest,-52.34751161187887,-53.03490863740444,0.6653876321865742
pain and shame,-49.265346348285675,-45.70016199350357,0.027513367436775724
doorways and windows,-54.041364312171936,-54.719451665878296,0.6633116809682337
history and identity,-59.27561660297215,-59.94547289982438,0.6614709809173207
anger and indignation,-53.13668715953827,-54.98418262600899,0.8638327738053733
cream and peaches,-51.67923550307751,-46.77587538957596,0.00736692926739002
classmates and friends,-42.69250649213791,-41.37370240688324,0.21101733133743264
movements and positions,-55.38622841797769,-53.44337886758149,0.12533513736209048
barrels and boxes,-51.62916509248316,-49.97312797047198,0.16029468369645447
costumes and masks,-57.77587807178497,-58.3914974918589,0.6492215996183337
attractions and repulsions,-51.61833178251982,-53.560152649879456,0.8745520485138344
effort and resources,-40.21886748075485,-41.536663711071014,0.7888148230130867
ability and age,-55.43482956290245,-50.13831356167793,0.004984049764034818
editing and publishing,-53.807536125183105,-52.103579103946686,0.15394916170472361
cysts and tumors,-55.1263926923275,-57.7626041113399,0.9331560359229235
dirt and sweat,-50.32566503435373,-49.55479481443763,0.31629089029108964
dreams and plans,-36.045192182064056,-36.687617391347885,0.6553014765346056
farms and fields,-54.1034949272871,-53.715309008955956,0.4041540801037319
cause and consequence,-61.21308813767973,-63.605668170028366,0.9162597411012204
choice and decision,-60.732582576572895,-61.229322247207165,0.6216928363478649
confusion and turmoil,-65.73960041999817,-64.93947225809097,0.30999810446522336
magic and superstition,-42.42111371457577,-41.164573311805725,0.22157001747327237
machinery and power,-66.9600564269349,-68.55103802960366,0.8307541628666544
education and skill,-41.243183612823486,-41.44915461540222,0.5513114753799405
forms and materials,-51.76734368503094,-53.905818805098534,0.8945868990005263
length and quality,-45.98289046436548,-48.54850481450558,0.928615522660378
inclination and time,-52.794450521469116,-44.80186243355274,3.3784410756222867e-4
help and understanding,-58.15642865560949,-59.729230776429176,0.8281827059149137
closets and drawers,-48.37668806525471,-49.92770622158423,0.8250607365970861
friends and partners,-36.60203020274639,-35.99964645691216,0.3537985198407694
receivers and senders,-59.040471613407135,-50.684259951114655,2.3487747392232812e-4
authority and force,-61.60238015651703,-63.28314566612244,0.8430058705976168
trees and underbrush,-47.7961967587471,-48.60779058933258,0.692449035905263
bacon and coffee,-59.73980729281902,-59.62107872962952,0.4703526779095428
december and may,-57.517166793346405,-60.87422201037407,0.9663351097629816
grains and seeds,-74.21825522556901,-74.55966095253825,0.5845319503591142
beauty and color,-56.27706469595432,-54.64380619674921,0.1633844683314845
legs and torso,-60.216041684150696,-60.2880057990551,0.5179832683660148
transportation and utilities,-61.31936692632735,-60.215163205284625,0.24895307261328462
hardships and trials,-57.45255019515753,-57.663462817668915,0.5525335573723401
science and tactics,-67.50252758839633,-65.74868556240108,0.1475632612500835
neighborhood and school,-63.17866587638855,-61.29274481534958,0.1317102473883586
irony and satire,-55.43814620748162,-56.513493275269866,0.74561244965556694
kitchen and pantry,-50.12835808482487,-47.90926768921781,0.09804921627274418
astronomy and geology,-54.29874024912715,-53.5804109275341,0.3277609837426646
feet and heads,-52.45190268754959,-47.32033210992813,0.0058725843766915704
snow and water,-70.83999618887901,-70.72448843717575,0.47115512573549634
back and hips,-51.76150272786617,-49.96846203505993,0.14270033011316752
bombers and missiles,-39.26374728512019,-40.76064505148679,0.8171113331411576
argument and debate,-52.932527504861355,-52.58655234053731,0.41435877230851575
doubts and suspicions,-45.73508988879621,-47.281937612220645,0.8244579787540098
laborers and servants,-62.661013185977936,-63.61768335103989,0.7224546216211056
arms and faces,-65.9489448517561,-64.52912136912346,0.1946892574373963
chrome and glass,-55.81675857305527,-53.104567885398865,0.06225783238956848
paris and washington,-78.65016593039036,-70.94636422395706,4.509055275664379e-4
arm and back,-52.566796720027924,-49.907594203948975,0.06542407770147646
emotion and meaning,-50.96141079068184,-50.71491141617298,0.43868530905705333
bushes and vines,-54.05706840753555,-53.190691113471985,0.29600867046722346
authority and independence,-54.39343738555908,-57.73587840795517,0.9658564334210107
crises and problems,-45.004391968250275,-45.419193506240845,0.6022386368225983
bathrobe and slippers,-57.69494896940887,-59.74611596763134,0.8860654842968956
generalists and specialists,-50.41089003533125,-56.05284255743027,0.996466591129096
boredom and loneliness,-57.33557045459747,-59.37002915143967,0.8843678124299369
excitement and fatigue,-54.37580102495849,-53.56534079089761,0.30779243128174155
fun and pleasure,-52.9082116484642,-53.69781752675772,0.6877466987458803
individualism and socialism,-64.86306619644165,-62.34920293092728,0.07489201012915858
fields and homes,-56.33875158429146,-57.449615851044655,0.7522902023650212
certainty and security,-61.23191565275192,-61.88178792595863,0.6569816791553381
artist and critic,-47.29264993965626,-50.91556507349014,0.9739898778073555
20s and 30s,-44.12689911737107,-49.98923800047487,0.9971634859493237
brick and glass,-51.2381027340889,-50.17065052688122,0.2558879057819808
dentist and doctor,-44.94563276320696,-42.21358931064606,0.061108815490901414
bourbon and water,-68.6208102107048,-72.60296162962914,0.981695808557609
cuts and wounds,-46.59605133533478,-47.91603171825409,0.7891784427327204
palm and pine,-49.79365050792694,-48.2742001414299,0.17954246999385784
fish and vegetable,-51.61401432752609,-51.150005489587784,0.3860352480087473
initials and names,-64.08684857189655,-62.877795457839966,0.22986863439036678
fury and pain,-53.02139288187027,-54.84226807951927,0.8606711106781567
gentleness and sweetness,-56.87012180685997,-54.63650551671162,0.09677208975416864
experiences and reactions,-58.99222683906555,-60.43434354662895,0.808782221733571
bitterness and disappointment,-53.62649272807175,-54.69549866573652,0.7444078266979373
comedy and satire,-62.43288826942444,-61.257677376270294,0.23591438274123472
enthusiasm and warmth,-54.44030987098813,-54.997077099978924,0.6357042099971785
body and breath,-49.79041852429509,-48.79739099740982,0.2703144993226965
beauty and brains,-49.38539123535156,-50.92405945062637,0.82327103950587055
