,binom,Alpha Probs,Nonalpha Probs
64,slipper and volcano,-32.234375,-33.951171875
65,harmonica and microscope,-40.375,-33.37890625
66,cookbook and zenith,-39.61328125,-40.724609375
67,hammock and hydrogen,-35.1875,-35.197265625
68,neuron and toaster,-29.0703125,-33.138671875
69,marshmallow and telescope,-34.751953125,-33.13037109375
70,casserole and optics,-35.982421875,-34.6357421875
71,encyclopedia and comet,-30.16015625,-29.404296875
72,nimbus and waffle,-37.1865234375,-31.666015625
73,photon and pumpkin,-31.033203125,-30.125
74,lantern and syntax,-32.078125,-29.16796875
75,echo and vineyard,-31.224609375,-35.201171875
76,nebula and snowman,-32.384765625,-33.849609375
77,botany and teapot,-43.248046875,-41.279296875
78,chisel and kaleidoscope,-36.32568359375,-42.689453125
79,lava and teacup,-35.6328125,-34.9453125
80,entropy and orchard,-33.400390625,-36.751953125
81,axolotl and vineyard,-44.279296875,-48.064453125
82,clockwork and meadow,-35.431640625,-35.33203125
83,algebra and telescope,-30.017578125,-28.447265625
84,arcade and topaz,-29.9033203125,-34.61572265625
85,asteroid and compass,-27.1953125,-27.900390625
86,bicycle and nebula,-34.970703125,-33.990234375
87,bungalow and entropy,-34.5986328125,-33.0224609375
88,carnation and gnome,-35.98828125,-37.2421875
89,cinnamon and harmonica,-31.580078125,-39.1171875
90,coral and syntax,-32.1953125,-30.00390625
91,dandelion and pendulum,-36.2392578125,-35.40625
92,delirium and telescope,-34.388671875,-33.0771484375
93,anchors and sandstorms,-32.740234375,-33.0
94,scissors and volcanoes,-33.447265625,-34.576171875
95,equations and lanterns,-34.146484375,-31.060546875
96,satellites and tulips,-31.48046875,-30.224609375
97,compasses and hedgehogs,-35.7314453125,-40.205078125
98,comets and neckties,-40.59765625,-37.810546875
99,castles and headphones,-32.9140625,-31.908203125
100,paperclips and pyramids,-40.77734375,-40.8134765625
101,constellations and kettles,-51.541015625,-42.0
102,kaleidoscopes and whales,-46.669921875,-41.74560546875
103,meadows and pianos,-33.5849609375,-28.36328125
104,magnets and zebras,-33.1171875,-32.693359375
105,parrots and submarines,-37.998046875,-31.68359375
106,crayons and jungles,-38.564453125,-35.8631591796875
107,harbor and teapot,-36.166015625,-37.892578125
108,notebook and quicksand,-36.9140625,-38.23046875
109,glacier and lantern,-30.3984375,-31.4794921875
110,microscope and puddle,-30.970703125,-34.71484375
111,compass and swan,-29.294921875,-28.82421875
112,bonsai and cathedral,-38.408203125,-35.912109375
113,honeycomb and violin,-35.30078125,-31.740234375
114,sailboat and stadium,-31.154296875,-33.5625
115,acorns and skyscrapers,-38.68310546875,-43.58203125
116,bell and trellis,-32.326171875,-33.291015625
117,inkwell and kite,-35.328125,-33.931640625
118,foxglove and trombone,-41.080078125,-40.220703125
119,carousel and quill,-31.54296875,-30.7578125
120,lighthouse and onion,-30.203125,-30.47265625
121,cactus and chessboard,-34.9912109375,-37.20068359375
122,gallery and raindrop,-34.3046875,-37.662109375
123,cricket and plow,-34.734375,-32.6328125
124,gingerbread and fresco,-35.771484375,-37.587890625
125,cello and sunflower,-34.86328125,-28.11328125
126,archway and quilt,-39.4765625,-31.017578125
127,compass and haystack,-33.431640625,-30.71484375
128,beacon and millipede,-41.744140625,-37.69921875
129,parchment and windmill,-30.796875,-30.697265625
130,candlestick and meadow,-35.50390625,-38.751953125
