,binom,Alpha Probs,Nonalpha Probs
52,didgeridoos and vibraphones,-37.352783203125,-35.32016563415527
53,lutes and marimbas,-34.20587158203125,-29.02105712890625
54,kalimbas and lutes,-31.4755859375,-35.21905517578125
55,clarinets and kalimbas,-30.47100830078125,-33.388946533203125
56,kalimbas and trumpets,-32.091552734375,-29.79180908203125
57,cellos and kalimbas,-31.78900146484375,-32.8349609375
58,kalimbas and saxophones,-32.60231399536133,-29.004364013671875
59,lutes and saxophones,-30.638946533203125,-25.5989990234375
60,casserole and eagle,-32.01275634765625,-31.084442138671875
61,kite and linguist,-33.20703125,-31.4755859375
62,algorithm and perfume,-29.009765625,-29.62890625
63,forest and screwdriver,-33.388671875,-30.76171875
64,slipper and volcano,-33.626953125,-29.88134765625
65,harmonica and microscope,-30.259765625,-31.0810546875
66,cookbook and zenith,-31.2734375,-31.5458984375
67,hammock and hydrogen,-32.91015625,-35.869140625
68,neuron and toaster,-32.51953125,-31.982421875
69,marshmallow and telescope,-31.5755615234375,-29.78466796875
70,casserole and optics,-33.45025634765625,-31.8974609375
71,encyclopedia and comet,-30.12890625,-28.32421875
72,nimbus and waffle,-32.2275390625,-33.0986328125
73,photon and pumpkin,-31.3671875,-32.130859375
74,lantern and syntax,-30.87109375,-30.732421875
75,echo and vineyard,-32.6171875,-29.740234375
76,nebula and snowman,-30.35693359375,-31.614013671875
77,botany and teapot,-31.677978515625,-30.196044921875
78,chisel and kaleidoscope,-33.97454833984375,-34.8232421875
79,lava and teacup,-31.93359375,-32.04296875
80,entropy and orchard,-30.46875,-31.10546875
81,axolotl and vineyard,-37.26373291015625,-32.404518127441406
82,clockwork and meadow,-30.4609375,-34.248046875
83,algebra and telescope,-29.720703125,-29.29296875
84,arcade and topaz,-32.6943359375,-29.703125
85,asteroid and compass,-30.19140625,-27.630859375
86,bicycle and nebula,-32.486328125,-31.60693359375
87,bungalow and entropy,-33.06689453125,-35.7451171875
88,carnation and gnome,-30.515625,-34.869140625
89,cinnamon and harmonica,-30.892578125,-30.556640625
90,coral and syntax,-29.97265625,-30.935546875
91,dandelion and pendulum,-30.010009765625,-28.7801513671875
92,delirium and telescope,-31.1806640625,-32.0927734375
93,anchors and sandstorms,-35.0465087890625,-33.28955078125
94,scissors and volcanoes,-30.03515625,-29.4248046875
95,equations and lanterns,-31.47119140625,-31.77734375
96,satellites and tulips,-30.40081787109375,-28.77490234375
97,compasses and hedgehogs,-31.801116943359375,-29.82415771484375
98,comets and neckties,-33.2109375,-36.33984375
99,castles and headphones,-29.203125,-29.3125
100,paperclips and pyramids,-32.829254150390625,-29.9881591796875
101,constellations and kettles,-35.93939208984375,-33.100284576416016
102,kaleidoscopes and whales,-33.56982421875,-31.486732482910156
103,meadows and pianos,-29.324798583984375,-30.08349609375
104,magnets and zebras,-29.958984375,-30.9375
105,parrots and submarines,-28.44580078125,-29.025390625
106,crayons and jungles,-32.426025390625,-33.9921875
107,harbor and teapot,-31.90557861328125,-30.304443359375
108,notebook and quicksand,-30.068359375,-30.0302734375
109,glacier and lantern,-29.236572265625,-28.9686279296875
110,microscope and puddle,-32.181640625,-32.41796875
111,compass and swan,-30.857421875,-30.5234375
112,bonsai and cathedral,-30.87939453125,-31.5556640625
113,honeycomb and violin,-29.80078125,-29.4013671875
114,sailboat and stadium,-29.7451171875,-29.1328125
115,acorns and skyscrapers,-31.86859130859375,-34.8433837890625
116,bell and trellis,-26.87152099609375,-26.75244140625
117,inkwell and kite,-32.513671875,-32.40234375
118,foxglove and trombone,-34.01025390625,-35.60888671875
119,carousel and quill,-30.5703125,-32.48828125
120,lighthouse and onion,-28.328125,-29.779296875
121,cactus and chessboard,-30.15234375,-30.30908203125
122,gallery and raindrop,-33.4423828125,-30.2373046875
123,cricket and plow,-33.05078125,-32.5234375
124,gingerbread and fresco,-29.6865234375,-29.818359375
125,cello and sunflower,-28.3681640625,-28.689453125
126,archway and quilt,-31.35546875,-28.0869140625
127,compass and haystack,-28.1142578125,-28.162109375
128,beacon and millipede,-31.01055908203125,-32.699462890625
129,parchment and windmill,-29.4453125,-28.763671875
130,candlestick and meadow,-31.9620361328125,-30.77081298828125
