,binom,Alpha Probs,Nonalpha Probs
91,dandelion and pendulum,-42.21875,-46.8671875
92,delirium and telescope,-39.037109375,-39.296875
93,anchors and sandstorms,-39.1796875,-41.140625
94,scissors and volcanoes,-37.927734375,-41.875
95,equations and lanterns,-35.35546875,-36.375
96,satellites and tulips,-36.2421875,-38.83984375
97,compasses and hedgehogs,-42.955078125,-47.90234375
98,comets and neckties,-43.921875,-43.998046875
99,castles and headphones,-33.16796875,-35.87109375
100,paperclips and pyramids,-50.98046875,-45.595703125
101,constellations and kettles,-50.935546875,-51.9140625
102,kaleidoscopes and whales,-55.56640625,-47.28125
103,meadows and pianos,-39.8046875,-40.140625
104,magnets and zebras,-40.97265625,-38.859375
105,parrots and submarines,-43.318359375,-39.40625
106,crayons and jungles,-43.927734375,-34.96240234375
107,harbor and teapot,-40.62109375,-41.38671875
108,notebook and quicksand,-38.2578125,-41.765625
109,glacier and lantern,-33.3046875,-35.861328125
110,microscope and puddle,-35.84375,-34.234375
111,compass and swan,-33.01171875,-31.0234375
112,bonsai and cathedral,-37.85546875,-37.83984375
113,honeycomb and violin,-38.18359375,-34.375
114,sailboat and stadium,-35.91796875,-36.7578125
115,acorns and skyscrapers,-46.08544921875,-55.271484375
116,bell and trellis,-41.3671875,-41.90234375
117,inkwell and kite,-37.6171875,-36.3828125
118,foxglove and trombone,-49.76953125,-47.380859375
119,carousel and quill,-31.142578125,-35.19921875
120,lighthouse and onion,-30.31640625,-29.4453125
121,cactus and chessboard,-38.052734375,-37.1640625
122,gallery and raindrop,-37.42578125,-41.50390625
123,cricket and plow,-35.72265625,-33.671875
124,gingerbread and fresco,-37.384765625,-40.662109375
125,cello and sunflower,-35.029296875,-26.76171875
126,archway and quilt,-37.86328125,-34.48828125
127,compass and haystack,-37.5625,-34.16015625
128,beacon and millipede,-41.14453125,-40.1796875
129,parchment and windmill,-36.14453125,-35.671875
130,candlestick and meadow,-39.5078125,-38.2802734375
