,binom,Alpha Probs,Nonalpha Probs
64,slipper and volcano,-32.583984375,-30.134765625
65,harmonica and microscope,-34.08203125,-30.41943359375
66,cookbook and zenith,-32.328125,-33.3642578125
67,hammock and hydrogen,-31.27685546875,-34.9921875
68,neuron and toaster,-31.3359375,-31.38671875
69,marshmallow and telescope,-31.592529296875,-28.662841796875
70,casserole and optics,-33.4697265625,-32.67822265625
71,encyclopedia and comet,-30.759765625,-28.109375
72,nimbus and waffle,-35.17626953125,-33.52001953125
73,photon and pumpkin,-29.890625,-31.53125
74,lantern and syntax,-31.486328125,-30.7265625
75,echo and vineyard,-31.4462890625,-30.552734375
76,nebula and snowman,-31.08837890625,-30.165283203125
77,botany and teapot,-34.607421875,-29.4212646484375
78,chisel and kaleidoscope,-32.563720703125,-32.96044921875
79,lava and teacup,-30.5263671875,-28.2490234375
80,entropy and orchard,-29.74609375,-30.453125
81,axolotl and vineyard,-33.6767578125,-32.49261474609375
82,clockwork and meadow,-33.08203125,-35.00390625
83,algebra and telescope,-32.6484375,-27.408203125
84,arcade and topaz,-30.21484375,-31.0234375
85,asteroid and compass,-27.49609375,-27.185546875
86,bicycle and nebula,-32.746826171875,-32.00634765625
87,bungalow and entropy,-35.77197265625,-36.07421875
88,carnation and gnome,-34.11328125,-34.306640625
89,cinnamon and harmonica,-31.0087890625,-33.05078125
90,coral and syntax,-29.53515625,-30.2421875
91,dandelion and pendulum,-33.1441650390625,-30.18115234375
92,delirium and telescope,-31.675262451171875,-29.85479736328125
93,anchors and sandstorms,-32.0966796875,-35.939453125
94,scissors and volcanoes,-31.7705078125,-31.80859375
95,equations and lanterns,-31.94873046875,-33.646484375
96,satellites and tulips,-30.039794921875,-31.970703125
97,compasses and hedgehogs,-30.302230834960938,-29.51055908203125
98,comets and neckties,-35.72265625,-36.689453125
99,castles and headphones,-32.240234375,-27.2705078125
100,paperclips and pyramids,-32.3758544921875,-31.4195556640625
101,constellations and kettles,-35.07940673828125,-38.4349365234375
102,kaleidoscopes and whales,-34.095703125,-34.7486572265625
103,meadows and pianos,-31.9251708984375,-30.5390625
104,magnets and zebras,-30.09765625,-30.501953125
105,parrots and submarines,-30.641155242919922,-29.685028076171875
106,crayons and jungles,-33.1329345703125,-33.36181640625
107,harbor and teapot,-30.53369140625,-29.2669677734375
108,notebook and quicksand,-33.18359375,-32.69921875
109,glacier and lantern,-28.324951171875,-28.50537109375
110,microscope and puddle,-31.353515625,-32.75
111,compass and swan,-29.349609375,-29.98046875
112,bonsai and cathedral,-31.9718017578125,-30.723876953125
113,honeycomb and violin,-30.52734375,-29.013671875
114,sailboat and stadium,-29.080078125,-29.93994140625
115,acorns and skyscrapers,-31.56500244140625,-30.5684814453125
116,bell and trellis,-25.0078125,-28.61669921875
117,inkwell and kite,-32.375,-30.9765625
118,foxglove and trombone,-33.7919921875,-38.2430419921875
119,carousel and quill,-27.201171875,-30.5859375
120,lighthouse and onion,-29.703125,-30.734375
121,cactus and chessboard,-31.45166015625,-31.4345703125
122,gallery and raindrop,-31.902099609375,-31.44189453125
123,cricket and plow,-30.740234375,-33.6328125
124,gingerbread and fresco,-30.998046875,-31.310546875
125,cello and sunflower,-34.75,-29.80859375
126,archway and quilt,-32.22265625,-30.107421875
127,compass and haystack,-28.6337890625,-26.16015625
128,beacon and millipede,-32.98828125,-36.265625
129,parchment and windmill,-31.865234375,-29.58203125
130,candlestick and meadow,-33.443359375,-32.278076171875
