,binom,Alpha Probs,Nonalpha Probs
90,coral and syntax,-32.42578125,-32.12109375
91,dandelion and pendulum,-34.83203125,-32.6328125
92,delirium and telescope,-31.86376953125,-30.9346923828125
93,anchors and sandstorms,-32.9755859375,-33.447265625
94,scissors and volcanoes,-32.728515625,-31.90625
95,equations and lanterns,-31.154296875,-33.42578125
96,satellites and tulips,-31.67138671875,-33.359375
97,compasses and hedgehogs,-32.437744140625,-32.22314453125
98,comets and neckties,-35.94921875,-37.4609375
99,castles and headphones,-33.83203125,-30.2109375
100,paperclips and pyramids,-33.69987487792969,-32.69091796875
101,constellations and kettles,-38.2684326171875,-34.666290283203125
102,kaleidoscopes and whales,-39.619140625,-32.4273681640625
103,meadows and pianos,-31.774658203125,-27.973876953125
104,magnets and zebras,-30.271484375,-30.19921875
105,parrots and submarines,-30.803466796875,-27.7919921875
106,crayons and jungles,-27.4576416015625,-31.8447265625
107,harbor and teapot,-30.7991943359375,-30.919677734375
108,notebook and quicksand,-30.607421875,-32.353515625
109,glacier and lantern,-27.8131103515625,-29.793121337890625
110,microscope and puddle,-29.919921875,-32.77734375
111,compass and swan,-29.392578125,-30.03125
112,bonsai and cathedral,-32.671875,-32.70289611816406
113,honeycomb and violin,-30.701171875,-27.705078125
114,sailboat and stadium,-32.080078125,-31.525390625
115,acorns and skyscrapers,-32.131614685058594,-33.127197265625
116,bell and trellis,-25.718017578125,-29.4619140625
117,inkwell and kite,-31.234375,-35.53125
118,foxglove and trombone,-32.38250732421875,-32.73095703125
119,carousel and quill,-29.236328125,-29.068359375
120,lighthouse and onion,-28.037109375,-33.81640625
121,cactus and chessboard,-32.5086669921875,-29.91241455078125
122,gallery and raindrop,-34.72998046875,-35.974609375
123,cricket and plow,-32.5234375,-30.38671875
124,gingerbread and fresco,-36.923828125,-30.64453125
125,cello and sunflower,-33.8095703125,-30.466796875
126,archway and quilt,-30.515625,-29.986328125
127,compass and haystack,-30.830078125,-27.3984375
128,beacon and millipede,-32.4912109375,-35.634765625
129,parchment and windmill,-30.6923828125,-30.580078125
130,candlestick and meadow,-29.729248046875,-31.59716796875
