,binom,Alpha Probs,Nonalpha Probs
56,kalimbas and trumpets,-41.4755859375,-41.9453125
57,cellos and kalimbas,-46.1650390625,-42.8984375
58,kalimbas and saxophones,-40.820556640625,-38.10888671875
59,lutes and saxophones,-30.4490966796875,-27.89501953125
60,casserole and eagle,-33.65234375,-33.49169921875
61,kite and linguist,-32.54296875,-30.306640625
62,algorithm and perfume,-29.94921875,-30.544921875
63,forest and screwdriver,-31.859375,-31.83984375
64,slipper and volcano,-32.5908203125,-34.2578125
65,harmonica and microscope,-32.6875,-32.322265625
66,cookbook and zenith,-29.072265625,-30.369140625
67,hammock and hydrogen,-33.7333984375,-36.35546875
68,neuron and toaster,-31.69921875,-32.64453125
69,marshmallow and telescope,-32.67626953125,-32.5787353515625
70,casserole and optics,-36.05859375,-32.9912109375
71,encyclopedia and comet,-31.41015625,-31.134765625
72,nimbus and waffle,-33.185546875,-35.63720703125
73,photon and pumpkin,-29.3203125,-32.9609375
74,lantern and syntax,-32.98046875,-28.86328125
75,echo and vineyard,-32.73046875,-29.001953125
76,nebula and snowman,-30.8626708984375,-33.8330078125
77,botany and teapot,-29.67822265625,-31.95068359375
78,chisel and kaleidoscope,-35.5245361328125,-34.447998046875
79,lava and teacup,-33.712890625,-33.9921875
80,entropy and orchard,-33.41796875,-33.376953125
81,axolotl and vineyard,-42.3505859375,-36.4306640625
82,clockwork and meadow,-31.005859375,-32.33203125
83,algebra and telescope,-30.44140625,-27.419921875
84,arcade and topaz,-31.38427734375,-33.21875
85,asteroid and compass,-28.5625,-27.28515625
86,bicycle and nebula,-32.314453125,-30.8353271484375
87,bungalow and entropy,-35.98309326171875,-35.622314453125
88,carnation and gnome,-33.51171875,-33.9453125
89,cinnamon and harmonica,-32.2265625,-31.5703125
90,coral and syntax,-29.681640625,-29.57421875
91,dandelion and pendulum,-33.38427734375,-30.74249267578125
92,delirium and telescope,-30.688323974609375,-30.553817749023438
93,anchors and sandstorms,-34.57421875,-35.1015625
94,scissors and volcanoes,-32.548828125,-32.79296875
95,equations and lanterns,-29.818359375,-34.3984375
96,satellites and tulips,-34.498046875,-35.23828125
97,compasses and hedgehogs,-30.949493408203125,-31.94525146484375
98,comets and neckties,-35.708984375,-37.728515625
99,castles and headphones,-30.697265625,-29.638671875
100,paperclips and pyramids,-35.09820556640625,-34.6015625
101,constellations and kettles,-38.4609375,-37.2021484375
102,kaleidoscopes and whales,-37.58984375,-33.169189453125
103,meadows and pianos,-30.7618408203125,-29.7021484375
104,magnets and zebras,-30.09375,-31.5234375
105,parrots and submarines,-28.919891357421875,-28.60235595703125
106,crayons and jungles,-29.43389892578125,-34.6640625
107,harbor and teapot,-31.2591552734375,-29.94677734375
108,notebook and quicksand,-30.09765625,-29.0302734375
109,glacier and lantern,-27.69140625,-30.472251892089844
110,microscope and puddle,-31.857421875,-31.62109375
111,compass and swan,-29.251953125,-28.1796875
112,bonsai and cathedral,-32.466064453125,-31.7655029296875
113,honeycomb and violin,-33.140625,-27.546875
114,sailboat and stadium,-30.5009765625,-31.9140625
115,acorns and skyscrapers,-33.51580810546875,-35.236328125
116,bell and trellis,-26.902587890625,-29.191162109375
117,inkwell and kite,-32.875,-33.48828125
118,foxglove and trombone,-29.77880859375,-36.068603515625
119,carousel and quill,-28.578125,-29.16015625
120,lighthouse and onion,-30.46875,-31.916015625
121,cactus and chessboard,-34.715087890625,-34.77197265625
122,gallery and raindrop,-30.765869140625,-33.783203125
123,cricket and plow,-32.6796875,-28.509765625
124,gingerbread and fresco,-35.841796875,-26.339599609375
125,cello and sunflower,-33.337890625,-31.3828125
126,archway and quilt,-29.921875,-29.873046875
127,compass and haystack,-31.93359375,-29.7265625
128,beacon and millipede,-33.3505859375,-34.861328125
129,parchment and windmill,-31.580078125,-31.69140625
130,candlestick and meadow,-32.0087890625,-30.9814453125
