,binom,Alpha Probs,Nonalpha Probs
52,didgeridoos and vibraphones,-66.251953125,-61.703125
53,lutes and marimbas,-37.255859375,-39.603515625
54,kalimbas and lutes,-45.763671875,-41.92578125
55,clarinets and kalimbas,-48.02734375,-47.4306640625
56,kalimbas and trumpets,-45.716064453125,-44.12890625
57,cellos and kalimbas,-47.865234375,-45.2734375
58,kalimbas and saxophones,-45.82958984375,-42.5791015625
59,lutes and saxophones,-34.160400390625,-28.2939453125
60,casserole and eagle,-29.12109375,-31.15576171875
61,kite and linguist,-34.1025390625,-30.70703125
62,algorithm and perfume,-30.6015625,-29.787109375
63,forest and screwdriver,-33.494140625,-33.416015625
64,slipper and volcano,-31.693359375,-32.2734375
65,harmonica and microscope,-34.478515625,-32.001953125
66,cookbook and zenith,-30.00390625,-33.017578125
67,hammock and hydrogen,-31.8837890625,-32.75732421875
68,neuron and toaster,-31.8671875,-33.3671875
69,marshmallow and telescope,-35.232421875,-33.3828125
70,casserole and optics,-31.30859375,-32.9603271484375
71,encyclopedia and comet,-31.53125,-30.9921875
72,nimbus and waffle,-36.7802734375,-36.3309326171875
73,photon and pumpkin,-29.828125,-31.5
74,lantern and syntax,-31.484375,-30.55078125
75,echo and vineyard,-32.708984375,-30.2138671875
76,nebula and snowman,-33.15234375,-32.9765625
77,botany and teapot,-39.4033203125,-34.2548828125
78,chisel and kaleidoscope,-31.48388671875,-36.30908203125
79,lava and teacup,-33.13671875,-32.81640625
80,entropy and orchard,-33.6015625,-33.9609375
81,axolotl and vineyard,-41.1171875,-38.49755859375
82,clockwork and meadow,-33.0234375,-32.8984375
83,algebra and telescope,-32.224609375,-27.0234375
84,arcade and topaz,-28.46826171875,-30.686279296875
85,asteroid and compass,-27.609375,-28.681640625
86,bicycle and nebula,-33.244140625,-34.6640625
87,bungalow and entropy,-33.87109375,-36.4931640625
88,carnation and gnome,-33.17578125,-35.361328125
89,cinnamon and harmonica,-31.435546875,-33.978515625
90,coral and syntax,-30.849609375,-31.60546875
91,dandelion and pendulum,-37.552734375,-34.412353515625
92,delirium and telescope,-30.06622314453125,-31.59998321533203
93,anchors and sandstorms,-29.2724609375,-35.642578125
94,scissors and volcanoes,-30.873046875,-33.490234375
95,equations and lanterns,-30.81298828125,-31.0078125
96,satellites and tulips,-30.9248046875,-31.48828125
97,compasses and hedgehogs,-28.6937255859375,-30.4390869140625
98,comets and neckties,-35.66796875,-34.796875
99,castles and headphones,-34.564453125,-31.44140625
100,paperclips and pyramids,-30.916778564453125,-31.1165771484375
101,constellations and kettles,-45.0234375,-35.49189758300781
102,kaleidoscopes and whales,-38.8095703125,-33.0306396484375
103,meadows and pianos,-31.3349609375,-27.71826171875
104,magnets and zebras,-29.345703125,-29.140625
105,parrots and submarines,-33.5732421875,-28.303955078125
106,crayons and jungles,-27.8565673828125,-31.812469482421875
107,harbor and teapot,-31.242431640625,-32.7451171875
108,notebook and quicksand,-29.7734375,-30.927734375
109,glacier and lantern,-28.46240234375,-30.288909912109375
110,microscope and puddle,-30.294921875,-33.3125
111,compass and swan,-28.169921875,-31.03515625
112,bonsai and cathedral,-35.890625,-34.63671875
113,honeycomb and violin,-31.908203125,-28.1025390625
114,sailboat and stadium,-30.857421875,-32.69921875
115,acorns and skyscrapers,-33.4803466796875,-35.072509765625
116,bell and trellis,-27.4482421875,-30.89453125
117,inkwell and kite,-32.01953125,-36.6484375
118,foxglove and trombone,-31.641357421875,-36.4775390625
119,carousel and quill,-25.58203125,-26.708984375
120,lighthouse and onion,-29.69921875,-31.478515625
121,cactus and chessboard,-35.623046875,-35.53466796875
122,gallery and raindrop,-33.24072265625,-34.37890625
123,cricket and plow,-33.40234375,-30.27734375
124,gingerbread and fresco,-35.5234375,-29.330078125
125,cello and sunflower,-33.7060546875,-30.5
126,archway and quilt,-33.451171875,-30.689453125
127,compass and haystack,-30.26171875,-30.28125
128,beacon and millipede,-35.302734375,-39.41796875
129,parchment and windmill,-30.51953125,-31.576171875
130,candlestick and meadow,-29.0068359375,-31.93701171875
