,binom,Alpha Probs,Nonalpha Probs
51,cellos and ocarinas,-28.688217163085938,-25.135009765625
52,didgeridoos and vibraphones,-32.96437072753906,-30.017139434814453
53,lutes and marimbas,-29.40032958984375,-28.904296875
54,kalimbas and lutes,-32.5947265625,-31.536376953125
55,clarinets and kalimbas,-28.70953369140625,-33.019290924072266
56,kalimbas and trumpets,-33.1561279296875,-28.579010009765625
57,cellos and kalimbas,-29.9716796875,-32.79296875
58,kalimbas and saxophones,-33.42487335205078,-29.383193969726562
59,lutes and saxophones,-27.561416625976562,-25.3505859375
60,casserole and eagle,-30.791259765625,-31.386627197265625
61,kite and linguist,-32.83984375,-30.951171875
62,algorithm and perfume,-28.017578125,-28.173828125
63,forest and screwdriver,-30.5234375,-29.21875
64,slipper and volcano,-31.55859375,-28.71533203125
65,harmonica and microscope,-30.521484375,-30.65625
66,cookbook and zenith,-33.3193359375,-31.2509765625
67,hammock and hydrogen,-31.6025390625,-32.345703125
68,neuron and toaster,-31.69140625,-30.826171875
69,marshmallow and telescope,-29.1517333984375,-28.5989990234375
70,casserole and optics,-32.236572265625,-32.203125
71,encyclopedia and comet,-29.556640625,-28.466796875
72,nimbus and waffle,-31.891845703125,-34.30419921875
73,photon and pumpkin,-29.91796875,-30.740234375
74,lantern and syntax,-29.92578125,-29.73046875
75,echo and vineyard,-33.052734375,-30.236328125
76,nebula and snowman,-30.01171875,-29.7662353515625
77,botany and teapot,-32.5029296875,-31.037109375
78,chisel and kaleidoscope,-30.536102294921875,-31.39794921875
79,lava and teacup,-29.4111328125,-29.59326171875
80,entropy and orchard,-29.81640625,-29.544921875
81,axolotl and vineyard,-32.340850830078125,-34.16311073303223
82,clockwork and meadow,-30.349609375,-32.685546875
83,algebra and telescope,-27.490234375,-27.26171875
84,arcade and topaz,-31.3017578125,-30.162109375
85,asteroid and compass,-28.4921875,-26.837890625
86,bicycle and nebula,-30.25048828125,-31.08203125
87,bungalow and entropy,-31.97119140625,-35.2705078125
88,carnation and gnome,-31.419921875,-29.923828125
89,cinnamon and harmonica,-29.38232421875,-30.263671875
90,coral and syntax,-29.36328125,-29.76953125
91,dandelion and pendulum,-28.273681640625,-29.5343017578125
92,delirium and telescope,-29.805419921875,-29.7197265625
93,anchors and sandstorms,-31.93145751953125,-31.3583984375
94,scissors and volcanoes,-29.24560546875,-28.49462890625
95,equations and lanterns,-30.94091796875,-30.380859375
96,satellites and tulips,-29.36376953125,-27.8837890625
97,compasses and hedgehogs,-29.45672035217285,-27.928665161132812
98,comets and neckties,-31.3154296875,-35.8046875
99,castles and headphones,-27.5107421875,-29.076171875
100,paperclips and pyramids,-29.796951293945312,-28.90533447265625
101,constellations and kettles,-33.555877685546875,-30.538711547851562
102,kaleidoscopes and whales,-30.3240966796875,-26.509174346923828
103,meadows and pianos,-27.928466796875,-30.5556640625
104,magnets and zebras,-27.59375,-29.5
105,parrots and submarines,-27.274707794189453,-26.1990966796875
106,crayons and jungles,-32.2391357421875,-31.3603515625
107,harbor and teapot,-31.2628173828125,-30.6171875
108,notebook and quicksand,-31.359375,-31.248046875
109,glacier and lantern,-29.3857421875,-28.5267333984375
110,microscope and puddle,-30.951171875,-31.18359375
111,compass and swan,-29.435546875,-27.947265625
112,bonsai and cathedral,-29.6199951171875,-29.634765625
113,honeycomb and violin,-28.0390625,-29.2197265625
114,sailboat and stadium,-29.208984375,-29.7431640625
115,acorns and skyscrapers,-32.071510314941406,-35.114013671875
116,bell and trellis,-26.74847412109375,-27.57861328125
117,inkwell and kite,-30.083984375,-29.52734375
118,foxglove and trombone,-30.885498046875,-35.13592529296875
119,carousel and quill,-29.091796875,-32.236328125
120,lighthouse and onion,-26.958984375,-28.341796875
121,cactus and chessboard,-30.214599609375,-29.3935546875
122,gallery and raindrop,-31.7470703125,-31.7607421875
123,cricket and plow,-30.916015625,-31.080078125
124,gingerbread and fresco,-29.52587890625,-30.5341796875
125,cello and sunflower,-28.8359375,-28.458984375
126,archway and quilt,-31.51171875,-30.337890625
127,compass and haystack,-29.8203125,-28.07421875
128,beacon and millipede,-30.73291015625,-32.14453125
129,parchment and windmill,-31.373046875,-29.423828125
130,candlestick and meadow,-30.80224609375,-29.74951171875
