,binom,Alpha Probs,Nonalpha Probs
68,neuron and toaster,-44.3046875,-44.59375
69,marshmallow and telescope,-57.0859375,-55.1640625
70,casserole and optics,-57.421875,-55.3984375
71,encyclopedia and comet,-44.5234375,-45.046875
72,nimbus and waffle,-78.90625,-77.1015625
73,photon and pumpkin,-33.359375,-33.5859375
74,lantern and syntax,-35.0625,-35.9140625
75,echo and vineyard,-47.2265625,-45.984375
76,nebula and snowman,-55.4765625,-57.0859375
77,botany and teapot,-67.796875,-68.46875
78,chisel and kaleidoscope,-79.8203125,-81.90625
79,lava and teacup,-43.671875,-44.296875
80,entropy and orchard,-43.609375,-44.53125
81,axolotl and vineyard,-76.546875,-80.8984375
82,clockwork and meadow,-56.671875,-53.1015625
83,algebra and telescope,-33.78125,-31.46875
84,arcade and topaz,-51.7109375,-52.296875
85,asteroid and compass,-29.4140625,-31.4453125
86,bicycle and nebula,-42.2265625,-42.6015625
87,bungalow and entropy,-56.2734375,-55.7890625
88,carnation and gnome,-44.359375,-44.46875
89,cinnamon and harmonica,-40.9609375,-43.1640625
90,coral and syntax,-33.7578125,-35.28125
91,dandelion and pendulum,-68.625,-65.921875
92,delirium and telescope,-46.8046875,-42.484375
93,anchors and sandstorms,-51.53125,-53.1796875
94,scissors and volcanoes,-54.5,-53.53125
95,equations and lanterns,-44.7578125,-45.375
96,satellites and tulips,-57.6640625,-57.2109375
97,compasses and hedgehogs,-65.4609375,-66.6171875
98,comets and neckties,-56.5390625,-56.1875
99,castles and headphones,-43.875,-44.2109375
100,paperclips and pyramids,-71.1875,-69.7421875
101,constellations and kettles,-79.5859375,-79.6484375
102,kaleidoscopes and whales,-80.875,-80.78125
103,meadows and pianos,-56.171875,-56.78125
104,magnets and zebras,-45.6875,-47.890625
105,parrots and submarines,-56.5546875,-56.3828125
106,crayons and jungles,-82.46875,-83.515625
107,harbor and teapot,-56.484375,-56.8046875
108,notebook and quicksand,-51.71875,-53.4296875
109,glacier and lantern,-43.1796875,-44.1328125
110,microscope and puddle,-45.9609375,-46.96875
111,compass and swan,-42.453125,-42.8203125
112,bonsai and cathedral,-57.03125,-57.1875
113,honeycomb and violin,-47.265625,-47.015625
114,sailboat and stadium,-42.421875,-44.3671875
115,acorns and skyscrapers,-84.6640625,-91.34375
116,bell and trellis,-58.078125,-55.0078125
117,inkwell and kite,-58.96875,-57.625
118,foxglove and trombone,-77.359375,-80.0078125
119,carousel and quill,-57.8125,-57.2265625
120,lighthouse and onion,-43.8046875,-44.53125
121,cactus and chessboard,-67.1875,-66.3515625
122,gallery and raindrop,-56.1328125,-56.2734375
123,cricket and plow,-44.734375,-46.2109375
124,gingerbread and fresco,-55.796875,-56.6640625
125,cello and sunflower,-55.53125,-56.4375
126,archway and quilt,-45.5078125,-47.1953125
127,compass and haystack,-41.78125,-40.8203125
128,beacon and millipede,-54.6796875,-58.9453125
129,parchment and windmill,-44.7734375,-44.0234375
130,candlestick and meadow,-68.2109375,-67.921875
