,binom,Alpha Probs,Nonalpha Probs
69,marshmallow and telescope,-43.12109375,-38.794921875
70,casserole and optics,-42.056640625,-41.91796875
71,encyclopedia and comet,-35.45703125,-32.73828125
72,nimbus and waffle,-45.974609375,-43.296875
73,photon and pumpkin,-36.234375,-32.0703125
74,lantern and syntax,-34.18359375,-31.19140625
75,echo and vineyard,-34.291015625,-36.54296875
76,nebula and snowman,-37.759765625,-37.6796875
77,botany and teapot,-49.529296875,-46.01171875
78,chisel and kaleidoscope,-42.66357421875,-54.51953125
79,lava and teacup,-35.921875,-39.09765625
80,entropy and orchard,-37.2578125,-38.21875
81,axolotl and vineyard,-49.09765625,-50.302734375
82,clockwork and meadow,-38.71875,-39.1953125
83,algebra and telescope,-30.73828125,-32.734375
84,arcade and topaz,-32.48828125,-38.921875
85,asteroid and compass,-30.984375,-32.23046875
86,bicycle and nebula,-36.986328125,-37.23828125
87,bungalow and entropy,-39.3291015625,-36.294921875
88,carnation and gnome,-39.076171875,-39.796875
89,cinnamon and harmonica,-37.41015625,-42.73046875
90,coral and syntax,-35.07421875,-33.46484375
91,dandelion and pendulum,-40.396484375,-43.361328125
92,delirium and telescope,-38.8359375,-39.1953125
93,anchors and sandstorms,-37.455078125,-38.28515625
94,scissors and volcanoes,-39.36328125,-39.666015625
95,equations and lanterns,-36.453125,-35.1484375
96,satellites and tulips,-37.59765625,-37.38671875
97,compasses and hedgehogs,-39.4912109375,-44.79296875
98,comets and neckties,-41.14453125,-41.185546875
99,castles and headphones,-34.8125,-34.892578125
100,paperclips and pyramids,-49.431640625,-48.9140625
101,constellations and kettles,-51.9150390625,-47.4130859375
102,kaleidoscopes and whales,-56.001953125,-47.146484375
103,meadows and pianos,-37.896484375,-39.1875
104,magnets and zebras,-39.9921875,-35.26171875
105,parrots and submarines,-40.15234375,-40.265625
106,crayons and jungles,-42.953369140625,-35.956787109375
107,harbor and teapot,-40.904296875,-43.02734375
108,notebook and quicksand,-37.87109375,-41.009765625
109,glacier and lantern,-34.31640625,-38.365234375
110,microscope and puddle,-36.8515625,-38.6640625
111,compass and swan,-32.94140625,-31.80078125
112,bonsai and cathedral,-38.1640625,-36.84375
113,honeycomb and violin,-39.2578125,-35.34375
114,sailboat and stadium,-35.5546875,-34.79296875
115,acorns and skyscrapers,-46.2515869140625,-50.728515625
116,bell and trellis,-37.25,-40.5234375
117,inkwell and kite,-39.51171875,-37.74609375
118,foxglove and trombone,-48.369140625,-48.86328125
119,carousel and quill,-33.548828125,-34.228515625
120,lighthouse and onion,-33.1484375,-31.529296875
121,cactus and chessboard,-39.423828125,-37.5537109375
122,gallery and raindrop,-39.52734375,-43.96875
123,cricket and plow,-35.94921875,-32.6484375
124,gingerbread and fresco,-42.0859375,-43.046875
125,cello and sunflower,-39.80078125,-31.25
126,archway and quilt,-41.10546875,-37.6328125
127,compass and haystack,-38.5390625,-35.94140625
128,beacon and millipede,-45.1875,-44.44140625
129,parchment and windmill,-34.77734375,-39.88671875
130,candlestick and meadow,-41.880859375,-40.552734375
