binom,Alpha Probs,Nonalpha Probs,ProbAandB
gums and teeth,-132.80476969480515,-134.43739473819733,0.8365289261395897
chairs and sofas,-149.19762992858887,-149.491286277771,0.5728910311762199
characters and situations,-148.72517156600952,-148.28150033950806,0.39086653798691773
joy and pleasure,-188.1466258764267,-186.14585161209106,0.119121653198634
Thursday and Tuesday,-174.6017689704895,-174.90237772464752,0.5745913250771951
barley and oats,-148.1350917816162,-149.33339166641235,0.7682222043943324
beauty and dignity,-154.34196710586548,-152.50454330444336,0.13735626002069765
boats and ships,-164.8439040184021,-164.56561613082886,0.4308735731153011
misery and pain,-162.02509689331055,-162.1046380996704,0.5198748240192124
bones and skulls,-164.63579988479614,-163.45138311386108,0.2342589785915441
dairy and poultry,-61.68816766692726,-62.306579915311886,0.6498573531846824
being and existence,-172.24322271347046,-171.86367750167847,0.4062365911328624
radar and radio,-150.8683958053589,-146.46135234832764,0.01204433430170114
humility and pride,-156.7743968963623,-156.92968702316284,0.5387447021921581
pitch and volume,-173.4787483215332,-173.45249271392822,0.4934364751453686
skirt and sweater,-179.72557497024536,-178.7944278717041,0.2826920510418951
linen and silk,-197.32948780059814,-194.21333146095276,0.04244571942784772
checks and money,-210.11473274230957,-208.74424624443054,0.20254125675126855
calluses and corns,-202.10036659240723,-199.90755486488342,0.10039785811272453
action and motion,-180.39686918258667,-180.09846448898315,0.42594751533361624
brain and intelligence,-192.7449398636818,-190.45888137817383,0.09228419183945058
conduct and manners,-186.22158575057983,-187.53802919387817,0.7885893795901516
completeness and unity,-192.27197360992432,-192.1153450012207,0.4609227038944587
hostility and indifference,-173.73281240463257,-173.77391529083252,0.5102742751035606
depth and force,-201.65692615509033,-200.76655673980713,0.2910335989706586
hours and miles,-151.3381233215332,-153.27358055114746,0.8738522232803647
movements and speech,-165.92188167572021,-166.2565197944641,0.5828874727719614
schools and synagogues,-168.660795211792,-167.47024583816528,0.23316069513396587
arrangers and composers,-160.54753494262695,-160.21951532363892,0.41872255823962823
happiness and laughter,-180.97601890563965,-180.0476417541504,0.28325407124080254
diagrams and sketches,-150.70162200927734,-153.80457401275635,0.957014348207591
pail and shovel,-76.964866721828,-81.00558996311156,0.9827191299772471
candies and cookies,-192.22765135765076,-192.44832181930542,0.5549448325351198
county and village,-153.67529487609863,-155.51345825195313,0.8627313482964889
charm and variety,-136.66919136047363,-137.2385377883911,0.6386123531287055
bouquets and wreaths,-68.59419637784595,-70.3869193661958,0.8572607984817514
beech and elm,-182.5627245903015,-185.70511519908905,0.9586078413657112
complexity and obscurity,-177.59022331237793,-177.6868052482605,0.5241267322311322
devotion and effort,-185.42783987522125,-184.91425275802612,0.3743529987249278
alibis and excuses,-196.69114422798157,-200.34451580047607,0.9747504110331396
body and mind,-163.0552568435669,-163.30376958847046,0.5618104029303955
man and woman,-136.24117422103882,-135.43966579437256,0.309702944280954
law and order,-129.48401260375977,-129.17640733718872,0.42369937349695297
cause and effect,-166.341761469841,-169.22552287578583,0.947037842612748
radio and television,-189.99050855636597,-188.16601037979126,0.13889500234959667
feet and hands,-144.92421865463257,-144.73121309280396,0.4518978386414722
money and time,-168.23155331611633,-169.18315982818604,0.7214381457821353
blood and flesh,-179.9634714126587,-173.74682092666626,0.0019919436344376508
god and man,-162.50321912765503,-162.46173000335693,0.4896292065276938
brother and sister,-175.7565689086914,-176.2987356185913,0.6323163055736075
father and son,-70.37363051161083,-70.64063502618956,0.5663573703869685
men and officers,-155.59913504123688,-154.60298544168472,0.2696991292181456
south and west,-183.22956609725952,-178.05653882026672,0.005635447817905174
error and trial,-142.85444688796997,-142.8026442527771,0.48705223652993723
arts and crafts,-163.8790135383606,-163.15240812301636,0.3259400872286521
pressure and temperature,-133.88265085220337,-133.808434009552,0.48145430124745725
days and nights,-125.8147988319397,-126.42461490631104,0.6478988450167094
land and sea,-137.96554946899414,-137.90942907333374,0.48597358224051007
north and west,-129.73780012130737,-130.545738697052,0.6916700534132203
spring and summer,-111.51716184616089,-111.49441814422607,0.4943143196030073
magazines and newspapers,-181.6873249411583,-176.1063706278801,0.0037548152518664278
hands and knees,-132.65627592802048,-136.03870725631714,0.9671509363028017
moon and sun,-154.4392032623291,-154.5051155090332,0.5164720986256977
fathers and mothers,-114.16748406621628,-115.57619008794427,0.8035617690661702
city and county,-156.2489423751831,-156.3049874305725,0.5140075974943361
ears and eyes,-169.70878422260284,-170.95960807800293,0.7774424419068915
college and school,-110.14311838150024,-110.38224697113037,0.559498892718742
college and university,-126.79202842712402,-127.5074028968811,0.6715876317142813
dark and light,-156.1788946390152,-157.27097058296204,0.7487724337862979
future and past,-158.36877822875977,-156.50581216812134,0.1343577078726751
evening and morning,-175.08694410324097,-173.67907047271729,0.19656965729700107
ice and snow,-140.89990758895874,-141.50608730316162,0.6470688514983897
husbands and wives,-169.6135277748108,-169.27625799179077,0.4164728314766111
boys and men,-116.72376537322998,-116.79461002349854,0.517703758641814
bread and butter,-60.52840248778375,-63.21818706941849,0.9364211575993531
head and shoulders,-170.67227435112,-170.35961437225342,0.422465601339692
rock and roll,-129.151198387146,-129.04706573486328,0.47399033590231854
testament and will,-128.47783613204956,-130.02717113494873,0.8248176648418883
engineers and scientists,-126.1766949892044,-125.30343472957611,0.29457636293061984
man and wife,-140.47085797786713,-137.3566813468933,0.04252625579160713
arms and hands,-61.01701960846549,-61.59514652090729,0.6406362951251079
math and science,-127.4504623413086,-129.71210432052612,0.9056500284621665
son and wife,-139.6553257703781,-137.66725635528564,0.12046125877149555
fingers and thumb,-153.638507604599,-152.29762291908264,0.20736460999611903
flesh and skin,-127.63210725784302,-125.72963738441467,0.12982918874123497
life and religion,-121.3589916229248,-121.26424837112427,0.47633188870870485
conscience and religion,-135.50305724143982,-136.28795313835144,0.6867343313517377
pain and pressure,-136.61862182617188,-130.87691569328308,0.0031990215478002577
integrity and unity,-137.56483435630798,-135.32423532009125,0.09616346325109275
flowers and hearts,-132.7348827123642,-131.3547637462616,0.20098989395278155
grapefruit and oranges,-61.79122313205153,-58.42693252582103,0.03343030424370988
folklore and legend,-139.31351959705353,-126.0981730222702,1.8224143005276953e-6
doctors and fathers,-117.40889549255371,-117.370041847229,0.4902878104361887
contraction and dilation,-65.1629019677639,-65.48151877522469,0.5789871205909446
ships and weapons,-130.9340798854828,-130.33945846557617,0.35557518995055887
funnels and masts,-141.68618392944336,-141.7140874862671,0.5069754366172953
law and sovereignty,-146.83342027664185,-131.56706422567368,2.3437198944469853e-7
assurance and dignity,-77.73189872910734,-76.24445514168474,0.18430574103658565
mr. and mrs.,-56.64219818721176,-63.48542649130104,0.9989344821884661
bride and groom,-53.64730266481638,-47.03231312893331,0.0013383352775588598
feet and legs,-141.0571038722992,-143.04980385303497,0.8800284896531927
peace and quiet,-56.47157590618008,-62.486271187633974,0.9975633591663451
daughter and son,-59.43388042598963,-56.83412650972605,0.06915425955339788
ends and odds,-76.4489701827988,-62.27592910407111,6.994008631918547e-7
city and state,-115.41207551956177,-115.45014762878418,0.5095168777853429
facts and figures,-151.85817623138428,-151.9489164352417,0.5226694984512349
man and nature,-140.8552565574646,-140.79762506484985,0.4855961133681194
prose and verse,-131.65543603897095,-131.27322816848755,0.40559449611327325
body and head,-82.95578426070279,-82.62194867205108,0.4173076590716322
command and control,-168.73741388320923,-168.47668266296387,0.43518396656749503
child and wife,-128.3032464981079,-127.95958137512207,0.41491945050226786
aunt and uncle,-174.43589854240417,-167.33693540096283,8.252792356787399e-4
cattle and horses,-163.37633609771729,-163.67044234275818,0.5730011111863809
politics and religion,-164.82160091400146,-164.58230781555176,0.44046056285397905
July and June,-156.69456362724304,-161.28724575042725,0.9899758376535671
sailors and soldiers,-88.48653601296246,-82.50925406487659,0.002529295565241956
English and German,-172.20646953582764,-172.16490983963013,0.4896115711559994
food and shelter,-146.71170282363892,-145.83009243011475,0.29284417698596316
sights and sounds,-164.47281062602997,-165.6884434223175,0.7712940896778936
comings and goings,-144.66772079467773,-144.30685710906982,0.41075050810080016
heir and son,-131.3030138015747,-130.19854068756104,0.2489027061505436
coat and hat,-166.44159173965454,-170.82316255569458,0.9876487618354675
crime and punishment,-166.12892150878906,-167.04651832580566,0.7145521876567502
earth and sky,-166.61130380630493,-168.0471487045288,0.8078103853245725
faith and love,-153.8363060951233,-153.8994164466858,0.515772353240971
mother and son,-144.96297645568848,-145.69458770751953,0.6751587510703042
cents and dollars,-184.08092784881592,-182.79836893081665,0.2171149539559433
turns and twists,-176.21290063858032,-175.06029081344604,0.24001271073855796
fire and police,-161.04437732696533,-161.90475797653198,0.702740176812772
months and years,-140.8968424797058,-141.126690864563,0.5572104473791035
editor and publisher,-68.431022554636,-69.67246375232935,0.7758147759560964
aunts and uncles,-159.31278038024902,-158.7373423576355,0.35998297875168084
research and training,-167.5966101884842,-166.95644915103912,0.34521013756642893
eyes and hair,-163.4698781967163,-162.73367357254028,0.3238346448609125
methods and principles,-156.03555130958557,-155.41611778736115,0.3499102989130778
city and country,-139.2908353805542,-139.27410221099854,0.4958168052181454
bread and cheese,-142.84389400482178,-141.92747020721436,0.2856871302165447
location and size,-154.813392162323,-154.94611591100693,0.5331323143295421
childhood and infancy,-160.20370626449585,-160.8413486480713,0.6542203239244301
morning and night,-133.14424562454224,-133.21627187728882,0.5179987827139678
council and governor,-160.54660415649414,-160.5129313468933,0.4915825929301995
age and day,-151.21605849266052,-152.3732762336731,0.7608267963587447
body and face,-143.82080793380737,-144.7716270685196,0.7212798827894495
hair and skin,-138.12231159210205,-137.91145944595337,0.44748139486470273
nitrogen and oxygen,-148.2943902015686,-149.62237644195557,0.7905073402429357
piano and violin,-158.93859565258026,-165.65578246116638,0.9987915249632396
ceiling and walls,-152.4626760482788,-151.76181983947754,0.33162242266263625
color and texture,-140.25788640975952,-140.15878343582153,0.4752445143258364
everybody and everything,-103.43805885314941,-103.57874059677124,0.5351125446015005
bacon and eggs,-70.84828753932379,-70.93100313725881,0.520667117349461
paper and pen,-141.20666468143463,-143.4005047082901,0.8996949778026964
concrete and steel,-158.10474157333374,-157.04540538787842,0.2574363309545418
color and light,-135.86671495437622,-135.91682147979736,0.5125240111663747
friends and relations,-134.49315977096558,-134.1101851463318,0.4054096545836846
boots and shoes,-142.9813848733902,-141.17029762268066,0.14050677298814493
hearing and sight,-125.34329932928085,-124.27248954772949,0.255249116617691
expense and time,-144.25826263427734,-155.3388476371765,0.9999845916411199
flowers and plants,-73.4973936714232,-67.39303222671151,0.0022281312219368126
beauty and truth,-119.5724345445633,-122.89426147937775,0.9651700594199775
bone and flesh,-83.04665341414511,-82.72909320052713,0.42127045729031304
doubts and fears,-50.89033909421414,-51.85021532862447,0.7230970245071136
light and sound,-151.86063027381897,-152.0480045080185,0.5467069850810479
beauty and youth,-115.68300914764404,-115.26753520965576,0.3976003026777731
fiction and poetry,-124.82337045669556,-124.79710531234741,0.4934340913705683
needle and thread,-143.03836154937744,-144.27771186828613,0.775450907626261
back and shoulders,-136.48602104187012,-136.9089331626892,0.604179884372458
crime and violence,-129.25385570526123,-130.9683895111084,0.8474234154095758
force and violence,-142.69441938400269,-145.0165581703186,0.9106940418833422
eggs and ham,-63.51155491406098,-62.884266380482586,0.3481256085226137
bone and muscle,-165.3830018043518,-162.7775912284851,0.06879101560365541
debate and discussion,-146.5583848953247,-146.65585136413574,0.5243473458548568
errors and omissions,-150.46648597717285,-152.53385162353516,0.8876905950263457
brother and mother,-138.2346065044403,-137.98038029670715,0.43678356016379
face and figure,-130.87176704406738,-131.10982608795166,0.5592352758500766
chairs and table,-143.15290489792824,-135.8534305766225,6.754374607731012e-4
ammunition and guns,-62.94537581660552,-56.32631373962795,0.0013329031857486132
Concord and Lexington,-148.2521152496338,-143.41809177398682,0.007891678271867828
ice and water,-132.46092855930328,-137.50108337402344,0.9935688808375598
fun and games,-140.65395402908325,-141.6486873626709,0.7300218299331027
breakfast and dinner,-146.1752529144287,-145.47893524169922,0.33262915220787265
comfort and ease,-94.5506996512413,-90.26642412599176,0.013596199155771404
father and uncle,-146.08371829986572,-145.5140414237976,0.36131138735469126
health and spirits,-159.12738382816315,-153.19415020942688,0.002642895947300163
names and numbers,-144.27261531352997,-144.80727231502533,0.6305686270995183
rights and wrongs,-127.02517366409302,-127.20128011703491,0.5439131801338022
crannies and nooks,-158.30273866653442,-159.14151513576508,0.698207463723508
power and resources,-172.81010246276855,-173.1391921043396,0.5815378561400767
flame and smoke,-96.8510991083458,-91.55354060605168,0.004978882450419676
faith and life,-144.51966762542725,-144.48667430877686,0.49175241898866845
wisdom and wit,-158.51906633377075,-153.87973165512085,0.009571623866165217
novelist and poet,-167.97144258022308,-165.60584342479706,0.08583382897432565
Arizona and California,-160.5061068534851,-161.00143575668335,0.6213609798321976
crops and livestock,-152.0025191307068,-156.84959292411804,0.9922098444449298
glass and steel,-98.12005660776049,-96.72115640621632,0.19799069084901139
bar and grill,-122.25296831130981,-122.00021409988403,0.437145710309164
influence and prestige,-130.9890570640564,-130.80075311660767,0.4530626248366526
cotton and tobacco,-131.8364772796631,-134.6960482597351,0.9458113154782017
church and community,-127.49022817611694,-127.12915849685669,0.4107006514411263
courage and hope,-119.67416572570801,-120.06775331497192,0.5971460392320055
teaching and writing,-148.90016412734985,-148.94424033164978,0.5110172675181088
gin and tonic,-58.2408275763446,-65.56719075678848,0.9993424704988255
brush and trees,-133.12208652496338,-133.36611938476563,0.5607072435484494
pad and pencil,-163.52639436721802,-162.8591284751892,0.33910932338284167
chair and table,-148.86719626188278,-149.0329431295395,0.5413421142577205
houses and shops,-114.12779268622398,-122.96522068977356,0.9998548253690362
libraries and museums,-52.577942033298314,-52.44673661887646,0.46724562142395903
flames and smoke,-84.29640816152096,-95.80072790384293,0.9999899136731517
guidance and information,-104.90196858346462,-103.56938211619854,0.2087318550332887
stress and tension,-65.77459725551307,-68.76034134812653,0.9519259213958693
days and years,-153.02990233898163,-153.98240172863007,0.7216175475737973
actions and feelings,-121.30270099639893,-121.34186744689941,0.5097903611137753
energy and money,-80.87615278363228,-90.81796996295452,0.9999518825325413
anguish and pain,-150.33397960662842,-150.8591274023056,0.6283507030976867
colors and forms,-131.26929330825806,-131.61628484725952,0.585887845354486
meaning and origin,-135.5642650127411,-135.41689813137054,0.46322480947471434
freedom and security,-111.37285327911377,-111.65207147598267,0.5693545440737322
gratitude and joy,-153.1001329421997,-153.56304609775543,0.6137050296743835
mamma and papa,-76.19368743896484,-79.82199239730835,0.9741260731715339
length and weight,-79.70476631820202,-80.11114372313023,0.6002189312485977
anger and hatred,-76.1511601395905,-77.9565938487649,0.8588090905948279
aircraft and ships,-109.33678817749023,-108.02336120605469,0.21191395282584538
sidewalks and streets,-101.0157174281776,-86.87098102271557,7.1947998787271e-7
democracy and liberty,-79.40639173518866,-78.0941576231271,0.21211323647012456
iron and wood,-110.96019840240479,-112.07455158233643,0.7529397876919113
horses and wagons,-56.34664108377183,-58.97844399831956,0.9328805260568785
clarity and precision,-132.10048007965088,-131.72130060195923,0.4063248123028398
flowers and herbs,-112.39417219161987,-112.84282636642456,0.6103192043461169
confusion and fear,-131.3532485961914,-131.71897172927856,0.5904251337839735
jaws and teeth,-74.95070177689195,-75.37573711946607,0.6046875330525774
counties and towns,-141.2681427001953,-141.1274061203003,0.4648738139636065
bodies and faces,-154.29159688949585,-155.7336654663086,0.8087747780319949
ability and desire,-154.51926136016846,-154.65717601776123,0.5344241181612515
chest and stomach,-169.93799376487732,-164.4394668340683,0.004076113271769337
Illinois and Missouri,-138.20957136154175,-137.93970012664795,0.4329387069534506
jams and jellies,-178.9076510667801,-178.56135308742523,0.4142804383781139
Tories and Whigs,-76.8764897887595,-70.80329961376265,0.0022985165619363425
dogs and men,-135.31484270095825,-135.17459964752197,0.46499658876708627
discussion and thought,-142.99975156784058,-143.1746826171875,0.5436215808274885
distress and pain,-160.61440241336823,-161.26843214035034,0.6579179770185904
mouth and nostrils,-77.01937611214817,-105.19932880997658,0.9999999999994225
cakes and pies,-57.82988129918522,-59.01862140263256,0.7665156570102347
adventure and romance,-164.016366481781,-161.561554312706,0.07908735599282875
agreements and contracts,-171.36127984523773,-175.8427484035492,0.988809854837009
crime and poverty,-153.95664310455322,-153.7324047088623,0.44417412896843456
cousins and uncles,-146.48835468292236,-146.62044095993042,0.5329736428493542
fire and light,-169.06003856658936,-169.55500292778015,0.6212752096890869
child and husband,-151.6870241165161,-153.1566526889801,0.8130009243118702
vinegar and water,-155.73098802566528,-154.97960710525513,0.3205204796608931
fork and spoon,-147.0199489593506,-147.04704809188843,0.5067743685690745
Burma and India,-182.13645267486572,-182.4177370071411,0.5698610669421608
fruit and nuts,-100.0823493367061,-101.01350953616202,0.7173106055180581
ability and strength,-123.05176734924316,-123.6031756401062,0.6344622634918565
agencies and individuals,-120.35081195831299,-119.5407886505127,0.3078855289694925
coffee and sandwiches,-131.50252532958984,-130.90626096725464,0.3551988130923598
coffee and toast,-121.2560362815857,-121.38172960281372,0.5313820246257986
anger and anxiety,-127.38812351226807,-127.71990013122559,0.5821915927064558
apprehension and fear,-186.83804935216904,-178.04865717887878,1.523173320924743e-4
figures and words,-111.29094696044922,-111.99946069717407,0.6700726668218197
blood and guts,-147.76703548431396,-149.7654948234558,0.8806352235458881
action and character,-146.54631280899048,-146.78304624557495,0.5589084997282578
diamonds and rubies,-62.21381987258792,-61.998470469377935,0.44636974938406876
plans and projects,-129.8127040863037,-130.35836553573608,0.6331284295767444
jacket and trousers,-141.95999670028687,-141.1366105079651,0.3050453383905395
kind and quantity,-143.23105716705322,-143.69565963745117,0.614105440506578
family and neighborhood,-142.09904527664185,-141.99303579330444,0.47352242079876156
nights and weekends,-115.69723455607891,-110.58827030658722,0.006006047469281956
labor and money,-163.59858465194702,-163.1224513053894,0.3831655938901588
shower and tub,-149.35352516174316,-152.78691291809082,0.9687318475441363
aggression and hostility,-179.05689173936844,-165.757514834404,1.6755340955472854e-6
information and material,-118.58359479904175,-118.39433240890503,0.4528251364282342
despair and rage,-109.70231619849801,-91.73869773000479,1.5794272157975066e-8
improvements and land,-152.1799554824829,-153.408012509346,0.7734783276157813
landings and takeoffs,-153.21313071250916,-157.14416551589966,0.9807543093068227
novels and tales,-156.88331985473633,-163.48164701461792,0.9986392086561032
corruption and crime,-150.0689082145691,-149.5627818107605,0.3761020249817681
anthropology and psychology,-117.23173302412033,-95.72100457549095,4.549978377965529e-10
lecturer and writer,-143.44142055511475,-142.86272954940796,0.35923384882054965
fog and mist,-144.24262285232544,-144.19250345230103,0.4874727722027187
field and stream,-139.65684962272644,-139.2786853313446,0.40656972384852275
dates and events,-140.7212860584259,-140.58413100242615,0.46576488702712665
belly and chest,-60.06407717196271,-59.540206810459495,0.37194765999806634
pain and shame,-130.38876581192017,-129.26873397827148,0.2460053787838349
doorways and windows,-147.30363750457764,-144.60903215408325,0.06329243346883633
history and identity,-149.49551904201508,-147.1032783985138,0.0837663031469861
anger and indignation,-137.77885103225708,-137.9358639717102,0.5391727904710181
cream and peaches,-149.91403424739838,-152.36966633796692,0.920972340371685
classmates and friends,-160.3667597770691,-163.76768445968628,0.9677334214204609
movements and positions,-163.08902883529663,-165.57583856582642,0.9232119443173816
barrels and boxes,-64.75855603814125,-64.91822770796716,0.5398333240388841
costumes and masks,-62.37700325995684,-66.70091336034238,0.986925233066054
attractions and repulsions,-154.67464685440063,-151.4967451095581,0.04000584049199365
effort and resources,-149.190505027771,-148.93954437971115,0.43758706502548644
ability and age,-142.1399028301239,-140.90368330478668,0.22509471752243432
editing and publishing,-129.08293199539185,-129.39996099472046,0.578600026370979
cysts and tumors,-70.94123749434948,-71.61833279579878,0.663090090754719
dirt and sweat,-163.1449602842331,-163.04900062084198,0.4760284759926021
dreams and plans,-117.84326028823853,-117.33622980117798,0.3758899062617138
farms and fields,-154.1680538058281,-154.1911010146141,0.5057615471668361
cause and consequence,-137.23317116498947,-139.59308606386185,0.9137190966644734
choice and decision,-113.1949245929718,-116.40504443645477,0.9612133338227118
confusion and turmoil,-179.4076442718506,-188.6783343553543,0.9999058653376437
magic and superstition,-111.05817985534668,-110.61826229095459,0.3917606121839664
machinery and power,-100.20080402493477,-95.69896668195724,0.010966995567463547
education and skill,-113.63387823104858,-112.16561651229858,0.18720696794367636
forms and materials,-151.94910097122192,-150.90476083755493,0.26031343072571894
length and quality,-132.39345455169678,-132.78402280807495,0.5964194879633308
inclination and time,-158.5662693977356,-159.21325254440308,0.6563303000077917
help and understanding,-102.24808582197875,-105.60427043028176,0.9663067759967262
closets and drawers,-146.18864810466766,-150.05724334716797,0.9795396779186015
friends and partners,-115.97847700119019,-115.85380983352661,0.46887351138353756
receivers and senders,-153.76925468444824,-153.60574007034302,0.4592121847523426
authority and force,-141.87758588790894,-141.15205764770508,0.32617679035390623
trees and underbrush,-128.56591176986694,-128.2311191558838,0.4170749653330686
bacon and coffee,-147.3314507007599,-146.49194431304932,0.30163875463416284
december and may,-157.50685501098633,-153.82268142700195,0.024502472754600983
grains and seeds,-82.61415559030138,-81.95683909207582,0.3413426803734669
beauty and color,-151.45799493789673,-151.91372549533844,0.6120008582968687
legs and torso,-144.05621320009232,-132.73723191022873,1.2140137695792374e-5
transportation and utilities,-65.02330019389046,-67.16284878604347,0.8946880858137243
hardships and trials,-174.36537235975266,-169.49180495738983,0.007588021756982482
science and tactics,-165.19930362701416,-157.79926013946533,6.108528105934054e-4
neighborhood and school,-136.08717918395996,-136.8175449371338,0.6748855294665477
irony and satire,-160.836649954319,-159.3803607225418,0.18903553374939555
kitchen and pantry,-158.72723031044006,-156.45854091644287,0.09374950275210217
astronomy and geology,-158.89012324810028,-158.83621728420258,0.4865267714693063
feet and heads,-153.06087350845337,-153.4746232032776,0.6019866435970802
snow and water,-64.22667380422354,-62.55441456148401,0.15812319553909548
back and hips,-83.65391274541616,-86.90014034509659,0.9625373199163515
bombers and missiles,-145.80568957328796,-143.72870361804962,0.11135386986761996
argument and debate,-129.4068249464035,-130.17051196098328,0.6821536887605403
doubts and suspicions,-160.49344170093536,-160.04123121500015,0.3888353319314422
laborers and servants,-148.73142075538635,-148.05750679969788,0.33762099539378054
arms and faces,-146.1197988986969,-150.29212427139282,0.9848176865499012
chrome and glass,-141.85021394491196,-137.6511973142624,0.01478835221318836
paris and washington,-80.2525680065155,-79.35724771022797,0.29001312645871624
arm and back,-127.70574808120728,-125.06663990020752,0.06666350265024186
emotion and meaning,-140.6194384098053,-140.1183784008026,0.37729159510262594
bushes and vines,-147.79153895378113,-145.53216075897217,0.09454358522472542
authority and independence,-128.76830101013184,-128.9663906097412,0.5493610966776028
crises and problems,-143.4302158355713,-140.30524349212646,0.04208884294112774
bathrobe and slippers,-99.85966336727142,-101.110804438591,0.7774973235801441
generalists and specialists,-151.05028820037842,-147.2380588054657,0.02162105628973589
boredom and loneliness,-68.65762413665652,-67.55355060845613,0.24897741627292372
excitement and fatigue,-163.20730352401733,-163.07516264915466,0.4670127670735864
fun and pleasure,-124.73373198509216,-132.3936972618103,0.9995288982650288
individualism and socialism,-140.01996409893036,-139.4332572221756,0.35739080591025096
fields and homes,-81.71401929855347,-82.79631972312927,0.7469290704278911
certainty and security,-145.32894134521484,-147.36832094192505,0.8848700794455276
artist and critic,-119.07053184509277,-118.36617946624756,0.33084795679729406
20s and 30s,-56.03618687670678,-63.413118379656225,0.9993748736850558
brick and glass,-121.19938945770264,-121.62044382095337,0.6037355221816169
dentist and doctor,-133.40843999385834,-140.6316169500351,0.9992710505511042
bourbon and water,-93.81926274299622,-97.99819210916758,0.9849161127189092
cuts and wounds,-151.19522953033447,-150.91192245483398,0.4296431896118149
palm and pine,-131.78948068618774,-133.88111352920532,0.8900872715844251
fish and vegetable,-152.07699489593506,-152.05179691314697,0.4937008375977596
initials and names,-192.9421268105507,-190.50529408454895,0.08040679427823215
fury and pain,-158.6763777732849,-156.5734944343567,0.10881689162397885
gentleness and sweetness,-204.5296573638916,-205.99183654785156,0.8118657490391301
experiences and reactions,-145.8129334449768,-146.11265182495117,0.574373671012791
bitterness and disappointment,-189.7409498076886,-179.1100033558905,2.4156172794669432e-5
comedy and satire,-141.60753393173218,-141.64690828323364,0.509842316330527
enthusiasm and warmth,-185.24154251813889,-180.1722366809845,0.006247505965144851
body and breath,-150.09920644760132,-147.76671743392944,0.08846774050358855
beauty and brains,-142.7005271911621,-142.49672746658325,0.449225687067764
