,binom,Alpha Probs,Nonalpha Probs
54,kalimbas and lutes,-36.26953125,-38.634765625
55,clarinets and kalimbas,-39.890625,-38.6923828125
56,kalimbas and trumpets,-36.573486328125,-37.0380859375
57,cellos and kalimbas,-46.15234375,-38.685546875
58,kalimbas and saxophones,-37.626678466796875,-37.8896484375
59,lutes and saxophones,-31.34735107421875,-26.537109375
60,casserole and eagle,-33.662109375,-32.567138671875
61,kite and linguist,-32.19775390625,-31.22265625
62,algorithm and perfume,-31.09375,-31.03125
63,forest and screwdriver,-32.90625,-33.466796875
64,slipper and volcano,-31.0361328125,-31.3369140625
65,harmonica and microscope,-33.39453125,-33.021484375
66,cookbook and zenith,-29.9453125,-35.6640625
67,hammock and hydrogen,-34.177734375,-34.01953125
68,neuron and toaster,-33.7421875,-35.44921875
69,marshmallow and telescope,-30.85693359375,-30.273193359375
70,casserole and optics,-35.685546875,-32.6865234375
71,encyclopedia and comet,-28.693359375,-30.435546875
72,nimbus and waffle,-33.89208984375,-36.09326171875
73,photon and pumpkin,-31.0625,-33.234375
74,lantern and syntax,-32.421875,-30.91015625
75,echo and vineyard,-34.478515625,-29.0986328125
76,nebula and snowman,-30.396484375,-31.17724609375
77,botany and teapot,-35.50048828125,-34.8916015625
78,chisel and kaleidoscope,-33.4906005859375,-34.352935791015625
79,lava and teacup,-31.908203125,-29.875
80,entropy and orchard,-31.6796875,-33.44140625
81,axolotl and vineyard,-39.2021484375,-35.104248046875
82,clockwork and meadow,-34.96484375,-34.021484375
83,algebra and telescope,-30.84375,-27.826171875
84,arcade and topaz,-32.1630859375,-32.47265625
85,asteroid and compass,-27.4921875,-27.953125
86,bicycle and nebula,-32.656982421875,-32.552734375
87,bungalow and entropy,-36.236083984375,-35.251220703125
88,carnation and gnome,-31.548828125,-36.10546875
89,cinnamon and harmonica,-31.2734375,-30.08984375
90,coral and syntax,-31.59375,-31.28515625
91,dandelion and pendulum,-32.97314453125,-33.304931640625
92,delirium and telescope,-32.442138671875,-30.4921875
93,anchors and sandstorms,-33.0185546875,-34.7109375
94,scissors and volcanoes,-34.5625,-30.564453125
95,equations and lanterns,-31.94921875,-33.798828125
96,satellites and tulips,-29.39111328125,-32.4189453125
97,compasses and hedgehogs,-32.415252685546875,-32.807861328125
98,comets and neckties,-39.376953125,-38.552734375
99,castles and headphones,-33.515625,-30.92578125
100,paperclips and pyramids,-31.290023803710938,-31.2841796875
101,constellations and kettles,-41.490966796875,-34.62481689453125
102,kaleidoscopes and whales,-40.08203125,-36.3076171875
103,meadows and pianos,-33.9210205078125,-28.5712890625
104,magnets and zebras,-30.892578125,-31.1015625
105,parrots and submarines,-30.9647216796875,-28.3525390625
106,crayons and jungles,-29.555511474609375,-32.7060546875
107,harbor and teapot,-30.921630859375,-32.6376953125
108,notebook and quicksand,-30.40625,-32.08203125
109,glacier and lantern,-27.019287109375,-29.139678955078125
110,microscope and puddle,-32.529296875,-32.9375
111,compass and swan,-28.95703125,-29.208984375
112,bonsai and cathedral,-34.8818359375,-33.84912109375
113,honeycomb and violin,-31.810546875,-29.3134765625
114,sailboat and stadium,-29.6611328125,-30.1181640625
115,acorns and skyscrapers,-32.458740234375,-34.9599609375
116,bell and trellis,-27.011962890625,-29.39453125
117,inkwell and kite,-31.8125,-35.5859375
118,foxglove and trombone,-30.857574462890625,-35.6568603515625
119,carousel and quill,-28.82421875,-27.654296875
120,lighthouse and onion,-29.125,-33.8046875
121,cactus and chessboard,-34.3624267578125,-30.603759765625
122,gallery and raindrop,-33.8271484375,-34.884765625
123,cricket and plow,-32.70703125,-31.13671875
124,gingerbread and fresco,-34.4072265625,-27.32080078125
125,cello and sunflower,-32.552734375,-31.5234375
126,archway and quilt,-31.23828125,-30.791015625
127,compass and haystack,-30.400390625,-27.54296875
128,beacon and millipede,-32.7744140625,-34.48046875
129,parchment and windmill,-33.26171875,-30.09765625
130,candlestick and meadow,-32.068359375,-33.37353515625
