,binom,Alpha Probs,Nonalpha Probs
60,casserole and eagle,-35.732421875,-33.504638671875
61,kite and linguist,-34.5830078125,-33.23046875
62,algorithm and perfume,-32.42578125,-31.99609375
63,forest and screwdriver,-33.173828125,-36.43359375
64,slipper and volcano,-32.078125,-33.587890625
65,harmonica and microscope,-40.5234375,-36.203125
66,cookbook and zenith,-36.916015625,-39.390625
67,hammock and hydrogen,-33.283203125,-34.59228515625
68,neuron and toaster,-32.58203125,-35.51171875
69,marshmallow and telescope,-34.033203125,-33.33984375
70,casserole and optics,-38.498046875,-34.2127685546875
71,encyclopedia and comet,-32.609375,-29.98046875
72,nimbus and waffle,-38.844482421875,-33.34521484375
73,photon and pumpkin,-30.8125,-33.0859375
74,lantern and syntax,-34.4375,-31.50390625
75,echo and vineyard,-33.482421875,-33.06640625
76,nebula and snowman,-35.189453125,-36.40625
77,botany and teapot,-39.703125,-36.3193359375
78,chisel and kaleidoscope,-38.5478515625,-43.828125
79,lava and teacup,-38.1328125,-35.3515625
80,entropy and orchard,-37.43359375,-37.3984375
81,axolotl and vineyard,-43.5478515625,-41.5341796875
82,clockwork and meadow,-36.009765625,-39.10546875
83,algebra and telescope,-32.15625,-28.50390625
84,arcade and topaz,-31.62109375,-34.3759765625
85,asteroid and compass,-28.56640625,-27.88671875
86,bicycle and nebula,-38.13671875,-38.37890625
87,bungalow and entropy,-37.3583984375,-37.36669921875
88,carnation and gnome,-35.173828125,-37.23828125
89,cinnamon and harmonica,-32.86328125,-40.28125
90,coral and syntax,-33.40625,-31.70703125
91,dandelion and pendulum,-44.560546875,-38.666015625
92,delirium and telescope,-33.46875,-32.16015625
93,anchors and sandstorms,-34.505859375,-36.1123046875
94,scissors and volcanoes,-34.150390625,-36.4609375
95,equations and lanterns,-33.9306640625,-32.818359375
96,satellites and tulips,-33.623046875,-32.455078125
97,compasses and hedgehogs,-35.4046630859375,-36.878173828125
98,comets and neckties,-37.76953125,-39.41015625
99,castles and headphones,-34.40625,-29.294921875
100,paperclips and pyramids,-39.2176513671875,-39.85107421875
101,constellations and kettles,-46.7353515625,-37.692626953125
102,kaleidoscopes and whales,-47.939453125,-39.924560546875
103,meadows and pianos,-35.5625,-32.4609375
104,magnets and zebras,-33.83203125,-36.140625
105,parrots and submarines,-36.181640625,-33.517578125
106,crayons and jungles,-37.636474609375,-35.69744873046875
107,harbor and teapot,-33.51953125,-34.0263671875
108,notebook and quicksand,-35.771484375,-35.83984375
109,glacier and lantern,-31.39306640625,-33.770263671875
110,microscope and puddle,-32.86328125,-34.45703125
111,compass and swan,-30.79296875,-31.42578125
112,bonsai and cathedral,-36.755859375,-36.28662109375
113,honeycomb and violin,-33.2890625,-30.2001953125
114,sailboat and stadium,-32.93359375,-35.9375
115,acorns and skyscrapers,-43.1053466796875,-46.310546875
116,bell and trellis,-31.814697265625,-30.0791015625
117,inkwell and kite,-36.83984375,-36.25
118,foxglove and trombone,-41.111328125,-43.4833984375
119,carousel and quill,-30.349609375,-31.08203125
120,lighthouse and onion,-31.1953125,-31.5703125
121,cactus and chessboard,-35.807373046875,-36.95361328125
122,gallery and raindrop,-34.578125,-36.8359375
123,cricket and plow,-31.74609375,-33.33984375
124,gingerbread and fresco,-37.509765625,-34.423828125
125,cello and sunflower,-37.94921875,-30.61328125
126,archway and quilt,-37.37890625,-31.91796875
127,compass and haystack,-32.80859375,-31.5703125
128,beacon and millipede,-35.640625,-38.59375
129,parchment and windmill,-31.744140625,-33.7265625
130,candlestick and meadow,-34.88671875,-35.2841796875
