cosine_diffs,binom
0.82177734375,clash and meeting
0.82421875,classicist and mathematician
0.70849609375,classifications and probings
0.78466796875,clergymen and parishioners
0.69287109375,clerk and cook
0.8212890625,clerks and postmasters
0.66259765625,clothes and haircut
0.6435546875,clothing and decorations
0.7509765625,cologne and munich
0.7158203125,community and customers
0.8037109375,competence and willingness
0.81201171875,composure and tranquility
0.71435546875,concern and inquiry
0.7060546875,contemplation and delight
0.80810546875,contortion and scream
0.6611328125,control and needs
0.74658203125,costume and decor
0.796875,courage and virility
0.615234375,courthouse and square
0.66064453125,cover and pillows
0.69873046875,coverings and veils
0.662109375,covers and towels
0.76171875,cowboy and rancher
0.79052734375,criminality and madness
0.8076171875,crisis and destruction
0.80078125,cry and rustle
0.7421875,curiosity and foreboding
0.75830078125,currents and rhythms
0.83544921875,dancers and guests
0.71875,danger and nuisance
0.7333984375,defeat and misfortune
0.77978515625,delirium and illness
0.81298828125,denial and ignorance
0.77294921875,denials and sacrifices
NA,derelicts and outcasts
0.71337890625,design and outline
0.75341796875,desire and response
0.7431640625,desire and wishing
0.7841796875,dialects and localisms
0.74853515625,diamonds and mink
0.84130859375,diffidence and gentleness
0.62158203125,direction and moment
0.79052734375,directness and truth
0.7705078125,disarray and impasse
0.77978515625,disasters and sufferings
0.80126953125,disrespect and misunderstanding
0.7900390625,distinction and tone
0.78271484375,doctors and president
0.724609375,dogs and grandchildren
0.6689453125,door and sill
0.72802734375,drawing and models
0.78662109375,dregs and wine
0.7822265625,dryness and dust
0.796875,emeralds and peanuts
0.79833984375,employees and proprietors
0.6142578125,envelope and pencil
0.740234375,envy and hurt
0.7763671875,equality and relativism
0.70361328125,equipment and musket
0.7490234375,exasperation and love
0.7431640625,farms and hayfields
0.77197265625,farms and mountains
0.76416015625,fear and ritual
0.74365234375,felons and fixers
0.8642578125,fishermen and scientists
0.77783203125,flirtation and romance
0.66650390625,force and voice
0.849609375,foresight and patriotism
0.75830078125,form and mess
0.802734375,freedom and israel
0.72509765625,friends and tenants
0.869140625,furs and merchandise
0.736328125,gadgets and prowess
0.76123046875,garden and livestock
0.42578125,garden and pavilion
0.85986328125,gardens and riverbanks
0.74755859375,gardens and housing
0.818359375,gasps and rushes
0.69091796875,gentility and principle
0.77490234375,gift and heritage
0.7958984375,glance and signal
0.73681640625,goodnight and lullaby
0.71728515625,gossip and truth
0.708984375,graces and manners
0.6455078125,grandfather and great-grandfather
0.80615234375,greed and pettiness
0.7890625,gunfire and shouting
0.78076171875,handle and hinge
0.64892578125,hat and tunic
0.64794921875,head-tossing and prancing
0.61328125,hearsay and legend
0.7724609375,heat and outcry
0.81494140625,hillbilly and jazz
0.83349609375,holland and japan
0.7431640625,honeysuckle and rosebush
0.7587890625,hope and smiles
0.6142578125,huggings and kissings
0.70166015625,humor and proportion
0.82373046875,immersion and involvement
0.7802734375,incredulity and shock
0.74560546875,inertia and petulance
0.7802734375,ingratitude and injury
0.7333984375,instinct and judgement
0.73291015625,intelligence and mentality
0.8974609375,intensities and rhythms
0.84033203125,interconnectedness and quality
0.6142578125,ivory and sandalwood
0.857421875,jazz and marijuana
0.6689453125,jubilation and regret
0.66650390625,juice and spirit
0.873046875,ketches and yachts
0.8212890625,kind and scale
0.67919921875,lights and motor
0.6416015625,linguist and therapist
0.7744140625,linguistics and psychiatry
0.7421875,linguists and psychotherapists
0.630859375,lint and thread
0.6943359375,liquor and luxury
0.70361328125,madman and tyrant
0.68896484375,maintenance and travel
0.7978515625,maps and registers
0.62939453125,marquees and signs
0.65966796875,meaningfulness and relevance
0.673828125,mechanics and technique
0.76611328125,medicines and yeast
0.85400390625,miners and teamsters
0.7763671875,misunderstanding and persecution
0.8056640625,modernizing and redecorating
0.75390625,nagging and stress
0.8193359375,names and specialties
0.73974609375,nationalism and sentiment
0.787109375,neighborliness and politeness
0.62890625,nightingales and roses
0.7763671875,non-poetry and poetry
0.7041015625,onrush and retreat
0.82568359375,optimism and practicality
0.68408203125,pains and shocks
0.8369140625,painting and sculptures
0.671875,passage and rhythm
0.85205078125,patients and psychiatrists
0.70068359375,patronage and subscription
0.830078125,peace and rehabilitation
0.611328125,pen and telephone
0.7548828125,people and soils
0.82861328125,pills and tonics
0.8046875,poise and posture
0.8046875,powers and traditions
0.67431640625,preparations and services
0.80615234375,promoters and salesmen
0.72119140625,reason and sight
0.7490234375,reference and withdrawal
0.76513671875,retribution and violence
0.81005859375,romance and snobbery
0.75634765625,salt and whiskey
0.68701171875,scars and welts
0.85693359375,Scots and Swiss
0.6123046875,screens and shades
0.82861328125,seals and wires
0.76611328125,self-aggrandisement and self-confidence
0.8125,self-indulgence and softness
0.7626953125,sky and wasteland
0.765625,song and tears
0.59423828125,sparkle and spring
0.83837890625,sprains and swellings
0.787109375,stalls and urinals
0.7587890625,starvation and tuberculosis
0.7275390625,starvation and suicide
0.74951171875,sushi and tea
0.71337890625,suspense and worry
0.76904296875,temperature and wind-velocity
0.734375,tension and terror
0.828125,unhappiness and women
0.86669921875,usefulness and viability
0.67626953125,vitality and will
0.72509765625,aunts and uncles
0.7373046875,back and shoulders
0.70654296875,bacon and eggs
0.65185546875,bar and grill
0.7998046875,barley and oats
0.7587890625,barrels and boxes
0.7294921875,beauty and dignity
0.8291015625,beauty and truth
0.72412109375,beauty and youth
0.6806640625,being and existence
0.75830078125,belly and chest
0.489013671875,black and white
0.607421875,blood and flesh
0.72265625,blood and guts
0.6240234375,boats and ships
0.7197265625,bodies and faces
0.7421875,body and face
0.5703125,body and head
0.65966796875,body and mind
0.607421875,bone and flesh
0.7333984375,bone and muscle
0.74267578125,bones and skulls
0.75146484375,boots and shoes
0.654296875,boys and girls
0.74560546875,boys and men
0.74072265625,bread and butter
0.75732421875,bread and cheese
0.76513671875,breakfast and dinner
0.830078125,bride and groom
0.64599609375,brother and mother
0.68505859375,brother and sister
0.57958984375,brothers and sisters
0.78662109375,brush and trees
0.7373046875,cakes and pies
0.73876953125,cattle and horses
0.77294921875,cause and consequence
0.767578125,cause and effect
0.71484375,ceiling and walls
0.67626953125,cents and dollars
0.77685546875,chair and table
0.7119140625,chairs and sofas
0.68115234375,chairs and table
0.72021484375,characters and situations
0.6513671875,charts and maps
0.708984375,chest and stomach
0.69677734375,child and husband
0.65771484375,child and wife
0.78271484375,childhood and infancy
0.71923828125,choice and decision
0.7353515625,church and community
0.54296875,city and country
0.68212890625,city and county
0.6240234375,city and state
0.80712890625,clarity and precision
0.6826171875,classmates and friends
0.72705078125,closets and drawers
0.6123046875,coat and hat
0.78466796875,coffee and sandwiches
0.703125,coffee and toast
0.84033203125,college and school
0.81201171875,college and university
0.728515625,color and light
0.73779296875,color and texture
0.79248046875,colors and forms
0.72998046875,comfort and ease
0.646484375,comings and goings
0.63037109375,command and control
0.77685546875,concrete and steel
0.83251953125,confusion and fear
0.75732421875,confusion and turmoil
0.79541015625,conscience and religion
0.7109375,contemporary and friend
0.77587890625,corruption and crime
0.78271484375,costumes and masks
0.8720703125,cotton and tobacco
0.81494140625,council and governor
0.72998046875,counties and towns
0.76513671875,courage and hope
0.8017578125,cousins and uncles
0.73876953125,crannies and nooks
0.82470703125,cream and peaches
0.7861328125,crime and poverty
0.646484375,crime and punishment
0.73974609375,crime and violence
0.8720703125,crops and livestock
0.73583984375,cysts and tumors
0.87548828125,dairy and poultry
0.74560546875,dark and light
0.68212890625,dates and events
0.79541015625,daughter and son
0.7412109375,day and night
0.6845703125,days and nights
0.71923828125,days and years
0.7197265625,death and life
0.7470703125,debate and discussion
0.74072265625,democracy and liberty
0.78271484375,despair and rage
0.77392578125,development and research
0.63330078125,diagnosis and treatment
0.77099609375,diamonds and rubies
0.6875,dirt and sweat
0.716796875,discussion and thought
0.68017578125,distress and pain
0.73828125,dogs and men
0.76611328125,doorways and windows
0.71728515625,doubts and fears
0.701171875,dreams and plans
0.77734375,ears and eyes
0.8134765625,earth and sky
0.7705078125,editing and publishing
0.71337890625,editor and publisher
0.72607421875,education and skill
0.775390625,effort and resources
0.7939453125,eggs and ham
0.74462890625,elbows and knees
0.66015625,ends and odds
0.74658203125,energy and money
0.69384765625,engineers and scientists
0.77685546875,equipment and personnel
0.7900390625,error and trial
0.66259765625,errors and omissions
0.607421875,evening and morning
0.7509765625,everybody and everything
0.8232421875,expense and time
0.69287109375,eyes and face
0.765625,eyes and hair
0.767578125,face and figure
0.58740234375,facts and figures
0.7177734375,faith and life
0.6865234375,faith and love
0.701171875,fall and rise
0.74755859375,fall and winter
0.6171875,family and neighborhood
0.68212890625,farms and fields
0.59033203125,father and mother
0.62255859375,father and son
0.6962890625,father and uncle
0.74951171875,fathers and mothers
0.70654296875,feelings and thoughts
0.81640625,feet and hands
0.73388671875,feet and legs
0.6259765625,female and male
0.6796875,fiction and poetry
0.70556640625,field and stream
0.79248046875,figures and words
0.71044921875,fingers and thumb
0.7783203125,fire and light
0.84912109375,fire and police
0.76416015625,flame and smoke
0.6982421875,flames and smoke
0.83056640625,flesh and skin
0.72900390625,flowers and herbs
0.70849609375,flowers and plants
0.78369140625,fog and mist
0.56103515625,food and shelter
0.75732421875,force and violence
0.80078125,forefinger and thumb
0.71875,fork and spoon
0.6728515625,forms and materials
0.681640625,freedom and security
0.69873046875,friends and relations
0.759765625,fruit and nuts
0.6826171875,fruits and vegetables
0.75244140625,fun and games
0.7255859375,future and past
0.54248046875,gas and oil
0.724609375,gentlemen and ladies
0.66015625,gin and tonic
0.62255859375,glass and steel
0.76708984375,god and man
0.6865234375,goods and services
0.69775390625,gratitude and joy
0.8310546875,groups and individuals
0.734375,guidance and information
0.7041015625,gums and teeth
0.859375,hair and skin
0.75244140625,hands and knees
0.57763671875,head and shoulders
0.6484375,head and tail
0.70556640625,health and spirits
0.64404296875,hearing and sight
0.6787109375,heart and mind
0.7392578125,heir and son
0.671875,help and understanding
0.76171875,history and identity
0.6767578125,honey and milk
0.7392578125,horses and wagons
0.72802734375,houses and shops
0.70654296875,humility and pride
0.8125,husband and wife
0.64404296875,husbands and wives
0.80322265625,ice and snow
0.66015625,ice and water
0.8271484375,improvements and land
0.73583984375,inclination and time
0.6826171875,influence and power
0.84326171875,influence and prestige
0.72265625,information and material
0.76953125,ink and paper
0.75439453125,iron and wood
0.7041015625,jacket and trousers
0.72509765625,jams and jellies
0.60205078125,jaws and teeth
0.63525390625,joy and pleasure
0.8037109375,kind and quantity
0.77685546875,knowledge and skills
0.70361328125,labor and money
0.67578125,land and sea
0.79150390625,landings and takeoffs
0.70166015625,law and order
0.8271484375,lecturer and writer
0.71875,left and right
0.78173828125,length and quality
0.74755859375,length and weight
0.68212890625,libraries and museums
0.72998046875,life and religion
0.7958984375,light and shadow
0.75048828125,light and sound
0.69677734375,location and size
0.69775390625,machinery and power
0.70703125,magazines and newspapers
0.853515625,magic and superstition
0.69189453125,mamma and papa
0.76953125,man and nature
0.8017578125,man and wife
0.74267578125,man and woman
0.7275390625,math and science
0.7421875,meaning and origin
0.654296875,men and officers
0.677734375,men and women
0.689453125,methods and principles
0.71533203125,minerals and vitamins
0.69970703125,misery and pain
0.7021484375,money and time
0.73388671875,months and years
0.74365234375,moon and sun
0.7041015625,morning and night
0.62255859375,mother and son
0.85107421875,mouth and nostrils
0.67822265625,movements and positions
0.7265625,mr. and mrs.
0.69970703125,muscles and nerves
0.70947265625,names and numbers
0.78466796875,nature and size
0.7568359375,needle and thread
0.712890625,nights and weekends
0.68310546875,nitrogen and oxygen
0.57568359375,north and south
0.54443359375,north and west
0.6181640625,nose and throat
0.64990234375,novelist and poet
0.68212890625,novels and stories
0.6787109375,novels and tales
0.70751953125,pad and pencil
0.70556640625,pain and pressure
0.72900390625,pain and shame
0.67333984375,paper and pen
0.66943359375,peace and quiet
0.78173828125,pepper and salt
0.7236328125,piano and violin
0.62451171875,pitch and volume
0.7314453125,place and time
0.6982421875,plans and projects
0.80908203125,poetry and prose
0.66943359375,politics and religion
0.7041015625,power and resources
0.76904296875,pressure and temperature
0.73486328125,prose and verse
0.76171875,radar and radio
0.7119140625,radio and television
0.64697265625,research and training
0.810546875,rights and wrongs
0.67333984375,rock and roll
0.7255859375,sailors and soldiers
0.67529296875,shoes and socks
0.7646484375,shower and tub
0.83544921875,sidewalks and streets
0.6552734375,sights and sounds
0.6875,son and wife
0.63671875,south and west
0.8388671875,spring and summer
0.7119140625,stress and tension
0.68798828125,sunrise and sunset
0.732421875,sympathy and understanding
0.798828125,teaching and writing
0.78466796875,testament and will
0.7548828125,turns and twists
0.85205078125,vinegar and water
0.65234375,wisdom and wit
0.796875,skirt and sweater
0.736328125,linen and silk
0.6220703125,checks and money
0.6591796875,calluses and corns
0.646484375,action and motion
0.69140625,brain and intelligence
0.662109375,conduct and manners
0.7041015625,completeness and unity
0.81005859375,hostility and indifference
0.8154296875,depth and force
0.7294921875,hours and miles
0.7763671875,movements and speech
0.837890625,schools and synagogues
0.80224609375,arrangers and composers
0.73486328125,happiness and laughter
0.7578125,diagrams and sketches
0.642578125,pail and shovel
0.744140625,candies and cookies
0.85986328125,county and village
0.78466796875,charm and variety
0.85693359375,bouquets and wreaths
0.7353515625,beech and elm
0.84521484375,complexity and obscurity
0.66796875,devotion and effort
0.712890625,alibis and excuses
0.5302734375,file and rank
0.7939453125,integrity and unity
0.70361328125,flowers and hearts
0.783203125,grapefruit and oranges
0.76513671875,Kingston and Montreal
0.77392578125,folklore and legend
0.8037109375,doctors and fathers
0.81396484375,contraction and dilation
0.76904296875,ships and weapons
0.85791015625,funnels and masts
0.90478515625,law and sovereignty
0.72900390625,assurance and dignity
0.6455078125,friends and partners
0.87548828125,receivers and senders
0.80810546875,authority and force
0.88671875,trees and underbrush
0.8125,bacon and coffee
0.8798828125,december and may
0.65380859375,grains and seeds
0.7255859375,beauty and color
0.828125,legs and torso
0.74560546875,transportation and utilities
0.833984375,hardships and trials
0.697265625,science and tactics
0.83935546875,neighborhood and school
0.75439453125,irony and satire
0.67822265625,kitchen and pantry
0.7490234375,astronomy and geology
0.826171875,feet and heads
0.697265625,snow and water
0.59716796875,back and hips
0.80322265625,bombers and missiles
0.7041015625,argument and debate
0.84033203125,doubts and suspicions
0.67822265625,laborers and servants
0.7734375,arms and faces
0.72998046875,chrome and glass
0.78466796875,paris and washington
0.53564453125,arm and back
0.64111328125,emotion and meaning
0.8876953125,bushes and vines
0.81640625,authority and independence
0.7900390625,crises and problems
0.71337890625,bathrobe and slippers
0.75,generalists and specialists
0.78955078125,boredom and loneliness
0.75732421875,excitement and fatigue
0.77587890625,fun and pleasure
0.81201171875,individualism and socialism
0.7998046875,fields and homes
0.6689453125,brow and cheeks
0.7919921875,certainty and security
0.72509765625,artist and critic
0.65966796875,20s and 30s
0.8359375,brick and glass
0.81298828125,gas and light
0.775390625,dentist and doctor
0.70263671875,bourbon and water
0.74169921875,cuts and wounds
0.85595703125,palm and pine
0.8232421875,fish and vegetable
0.72314453125,initials and names
0.580078125,fury and pain
0.7998046875,gentleness and sweetness
0.83544921875,experiences and reactions
0.81103515625,bitterness and disappointment
0.77685546875,comedy and satire
0.78662109375,enthusiasm and warmth
0.79833984375,body and breath
0.73046875,beauty and brains
0.765625,hotels and pensions
0.63232421875,imagination and originality
0.73486328125,ears and hair
0.85302734375,importance and validity
0.6650390625,money and papers
0.7001953125,pies and puddings
0.79345703125,eloquence and force
0.72265625,blossom and leaf
0.7138671875,desolation and misery
0.69189453125,boots and jacket
0.6767578125,confusions and contradictions
0.7197265625,flames and sparks
0.724609375,danger and threat
0.7724609375,determination and faith
0.83935546875,berlin and frankfurt
0.6767578125,clothes and dishes
0.82958984375,comfort and companionship
0.6884765625,background and interest
0.74072265625,glass and rubber
0.84326171875,color and scent
0.82275390625,interest and payments
0.79052734375,gambling and vice
0.81396484375,activities and places
0.75,elegance and purity
0.87841796875,leaves and limbs
0.7119140625,power and trade
0.732421875,games and races
0.75537109375,evenings and sundays
0.75244140625,activity and nature
0.7412109375,sun and weather
0.6865234375,leather and paper
0.7431640625,anguish and rage
0.76708984375,shooting and yelling
0.7734375,arches and piers
0.7431640625,investment and risk
0.75341796875,control and growth
0.77587890625,happiness and pain
0.6953125,Egypt and Europe
0.75146484375,order and truth
0.740234375,factories and industries
0.7490234375,name and year
0.6962890625,river and sky
0.72607421875,detection and removal
0.7841796875,breakfast and luncheon
0.8017578125,attitude and experience
0.837890625,pilot and plane
0.81005859375,malaria and typhoid
0.66552734375,technology and time
0.77294921875,economist and historian
0.697265625,muskets and swords
0.76904296875,character and wisdom
0.62109375,azaleas and camellias
0.767578125,silence and space
0.8203125,fingers and mouth
0.8193359375,power and variety
0.78662109375,cliches and stereotypes
0.70849609375,habits and movements
0.83349609375,shirt and waistcoat
0.810546875,boardinghouses and hotels
0.70703125,stucco and wood
0.73095703125,activities and character
0.72802734375,happiness and warmth
0.7373046875,fulfillment and pleasure
0.8203125,means and motives
0.68798828125,fear and relief
0.70703125,despair and futility
0.77587890625,ash and maple
0.79833984375,beauty and inspiration
0.74658203125,clippings and pictures
0.7900390625,liquids and powders
0.7890625,domination and influence
0.67578125,action and conversation
0.81982421875,pattern and sequence
0.72412109375,detective and police
0.8115234375,church and graveyard
0.7197265625,gardens and lawn
0.79443359375,powers and processes
0.751953125,machinery and tractors
0.728515625,ammo and weapons
0.6103515625,clay and wax
0.85498046875,associations and enterprises
0.7900390625,grace and modesty
0.61181640625,brains and talent
0.794921875,comedy and humor
0.7724609375,certainty and order
0.82275390625,discretion and moderation
0.7333984375,attention and civility
0.75341796875,captain and leader
0.6796875,control and intelligence
0.6806640625,grease and sweat
0.796875,comprehension and control
0.82666015625,hallucinations and visions
0.69091796875,commands and statements
0.68017578125,cost and upkeep
0.6953125,men and objects
0.681640625,fragrance and taste
0.78515625,betrayal and murder
0.76123046875,bacteria and insects
0.7880859375,confusion and congestion
0.77490234375,facts and techniques
0.61767578125,anger and spite
0.65478515625,money and numbers
0.7724609375,boulders and ledges
0.82470703125,abolition and emancipation
0.875,nationalism and sovereignty
0.8857421875,tensions and uncertainties
0.7802734375,beauty and poise
0.63525390625,background and intelligence
0.7763671875,battle and bloodshed
0.85107421875,fairness and moderation
0.5703125,back and behind
0.6787109375,apprehension and terror
0.7548828125,head and teeth
0.79736328125,cod and salmon
0.76220703125,archaeologists and geologists
0.7900390625,chopping and sawing
0.744140625,anxiety and dismay
0.7841796875,resources and riches
0.8076171875,personnel and ships
0.7451171875,bandits and outlaws
0.78076171875,secrecy and stealth
0.833984375,soldiers and subjects
0.8271484375,barges and towboats
0.7451171875,celebration and ritual
0.751953125,searching and yearning
0.6923828125,letters and magazines
0.80078125,flight and terror
0.73095703125,gaiety and spirit
0.7353515625,disdain and indifference
0.8408203125,liberalism and progress
0.6689453125,blame and hate
0.791015625,color and imagery
0.7705078125,intonation and phrasing
0.74755859375,abasement and humiliation
0.826171875,commercialism and materialism
0.84716796875,education and industrialization
0.73876953125,foreboding and gloom
0.75732421875,firepower and speed
0.6572265625,fervor and abandon
0.70068359375,age and ability
0.7548828125,desire and ability
0.75244140625,strength and ability
0.81494140625,aircraft and accessories
0.8486328125,tannin and acids
0.837890625,authentication and acknowledgment
0.85791015625,interests and action
0.7080078125,character and action
0.74072265625,feelings and actions
0.7939453125,cycles and adaptations
0.71923828125,names and addresses
0.71484375,advocate and adherent
0.732421875,romance and adventure
0.6845703125,day and age
0.8173828125,individuals and agencies
0.73876953125,hostility and aggression
0.6767578125,contracts and agreements
0.72021484375,backgrounds and aims
0.8017578125,ships and aircraft
0.78759765625,expressiveness and allegory
0.60791015625,collectors and amateurs
0.71533203125,froth and amber
0.82177734375,fears and ambiguities
0.80078125,urgencies and ambiguities
0.75,poverty and ambition
0.69775390625,death and ambush
0.71533203125,guns and ammunition
0.623046875,pride and amusement
0.5966796875,anxiety and anger
0.72265625,fear and anger
0.7666015625,hatred and anger
0.66845703125,indignation and anger
0.75048828125,science and angst
0.81298828125,pain and anguish
0.86572265625,resistance and animosity
0.75390625,engineer and anthropologist
0.73486328125,psychology and anthropology
0.76025390625,hazards and anxiety
0.84912109375,cosmetics and appliances
0.68603515625,fear and apprehension
0.81640625,learning and apprenticeship
0.68994140625,tombs and aqueducts
0.74072265625,hands and arms
0.681640625,legs and arms
0.69921875,crosses and arrows
0.82666015625,establishment and articulation
0.66455078125,crafts and arts
0.63525390625,sciences and arts
0.7646484375,dignity and aspirations
0.7607421875,confidante and assistant
0.640625,culture and attitude
0.8466796875,conflict and attraction
0.84814453125,repulsions and attractions
0.77197265625,uncle and aunt
0.7373046875,denial and austerity
0.80029296875,decency and authority
0.73974609375,dancers and background
0.66650390625,box and bale
0.7548828125,friends and bankers
0.75390625,death and bankruptcy
0.5859375,coop and barnyard
0.77880859375,stakes and barriers
0.78271484375,horse-chestnut and beech
0.71533203125,greetings and beginnings
0.79931640625,chambermaid and bellboy
0.73095703125,sponsor and benefactor
0.8583984375,gardens and berries
0.775390625,forearm and bicep
0.6416015625,youth and bitterness
0.66064453125,rasps and bleats
0.794921875,pills and bleedings
0.82958984375,two-by-fours and boards
0.7255859375,mount and boy
0.74072265625,communiques and cables
0.68603515625,comfort and cakes
0.7109375,detachment and calmness
0.74365234375,isolation and capture
0.72021484375,wanderings and career
0.84716796875,tile and carpet
0.74609375,non-catholics and catholics
0.80615234375,exhortations and ceremonies
0.71435546875,floor and chair
0.68408203125,contracts and charters
0.73388671875,pineapple and cherries
0.615234375,hobo and childhood
0.71435546875,glee-club and choir
0.822265625,verses and chorus
0.74755859375,reexamination and clarification
0.72607421875,flavor and clarity
0.84814453125,meeting and clash
0.79150390625,mathematician and classicist
0.78466796875,probings and classifications
0.82275390625,parishioners and clergymen
0.64208984375,cook and clerk
0.78662109375,postmasters and clerks
0.662109375,haircut and clothes
0.74755859375,decorations and clothing
0.75830078125,munich and cologne
0.78271484375,customers and community
0.82470703125,willingness and competence
0.71435546875,tranquility and composure
0.703125,inquiry and concern
0.7802734375,delight and contemplation
0.7744140625,scream and contortion
0.703125,needs and control
0.80419921875,decor and costume
0.8076171875,virility and courage
0.69287109375,square and courthouse
0.72607421875,pillows and cover
0.67041015625,veils and coverings
0.6533203125,towels and covers
0.77685546875,rancher and cowboy
0.7412109375,madness and criminality
0.82275390625,destruction and crisis
0.70654296875,rustle and cry
0.7255859375,foreboding and curiosity
0.73974609375,rhythms and currents
0.87353515625,guests and dancers
0.67919921875,nuisance and danger
0.66455078125,misfortune and defeat
0.82080078125,illness and delirium
0.83642578125,ignorance and denial
0.7646484375,sacrifices and denials
NA,outcasts and derelicts
0.7529296875,outline and design
0.72900390625,response and desire
0.66845703125,wishing and desire
0.744140625,localisms and dialects
0.6865234375,mink and diamonds
0.77587890625,gentleness and diffidence
0.58203125,moment and direction
0.82275390625,truth and directness
0.80224609375,impasse and disarray
0.83203125,sufferings and disasters
0.84130859375,misunderstanding and disrespect
0.73583984375,tone and distinction
0.82421875,president and doctors
0.7421875,grandchildren and dogs
0.62890625,sill and door
0.71044921875,models and drawing
0.76708984375,wine and dregs
0.81005859375,dust and dryness
0.810546875,peanuts and emeralds
0.80029296875,proprietors and employees
0.6630859375,pencil and envelope
0.8076171875,hurt and envy
0.76025390625,relativism and equality
0.68310546875,musket and equipment
0.80517578125,love and exasperation
0.744140625,hayfields and farms
0.8349609375,mountains and farms
0.82666015625,ritual and fear
0.76123046875,fixers and felons
0.89599609375,scientists and fishermen
0.79248046875,romance and flirtation
0.58251953125,voice and force
0.8623046875,patriotism and foresight
0.74609375,mess and form
0.7666015625,israel and freedom
0.65673828125,tenants and friends
0.85498046875,merchandise and furs
0.73193359375,prowess and gadgets
0.72900390625,livestock and garden
0.4716796875,pavilion and garden
0.8017578125,riverbanks and gardens
0.67333984375,housing and gardens
0.75732421875,rushes and gasps
0.73779296875,principle and gentility
0.81103515625,heritage and gift
0.70849609375,signal and glance
0.689453125,lullaby and goodnight
0.78076171875,truth and gossip
0.68115234375,manners and graces
0.791015625,great-grandfather and grandfather
NA,pettiness and greed
0.830078125,shouting and gunfire
0.7568359375,hinge and handle
0.63134765625,tunic and hat
0.74169921875,prancing and head-tossing
0.6396484375,legend and hearsay
0.71875,outcry and heat
0.8623046875,jazz and hillbilly
0.8427734375,japan and holland
0.8271484375,rosebush and honeysuckle
0.76171875,smiles and hope
0.62060546875,kissings and huggings
0.72412109375,proportion and humor
0.82568359375,involvement and immersion
0.7958984375,shock and incredulity
0.7685546875,petulance and inertia
0.81201171875,injury and ingratitude
0.7607421875,judgement and instinct
0.7431640625,mentality and intelligence
0.8388671875,rhythms and intensities
0.81884765625,quality and interconnectedness
0.58642578125,sandalwood and ivory
0.81396484375,marijuana and jazz
0.75634765625,regret and jubilation
0.72998046875,spirit and juice
0.861328125,yachts and ketches
0.77490234375,scale and kind
0.66552734375,motor and lights
0.5771484375,therapist and linguist
0.72900390625,psychiatry and linguistics
0.78125,psychotherapists and linguists
0.650390625,thread and lint
0.70166015625,luxury and liquor
0.806640625,tyrant and madman
0.64453125,travel and maintenance
0.69775390625,registers and maps
0.67529296875,signs and marquees
0.68212890625,relevance and meaningfulness
0.712890625,technique and mechanics
0.8310546875,yeast and medicines
0.72509765625,teamsters and miners
